Down,Distance,Yardline,EPA
1,20,99,-1.38373
1,19,99,-1.61102
1,18,99,-1.3909
1,17,99,-1.56029
1,15,99,-1.13126
1,13,99,-0.764414
1,12,99,-0.975965
1,10,99,-1.17943
1,9,99,-0.697619
1,7,99,-0.329877
1,4,99,0.928304
1,3,99,0.156861
1,2,99,1.2504
1,1,99,1.2981
2,20,99,-1.37523
2,18,99,-1.81599
2,17,99,-1.66929
2,16,99,-1.80912
2,15,99,-1.69751
2,13,99,-1.33295
2,10,99,-1.3467
2,8,99,-0.912869
2,7,99,-0.950716
2,4,99,0.809039
2,3,99,-0.183908
2,2,99,1.31882
2,1,99,1.92225
3,20,99,-1.54397
3,16,99,-1.8077
3,15,99,-1.89717
3,13,99,-1.71287
3,11,99,-1.99226
3,10,99,-1.70427
3,9,99,-1.65872
3,8,99,-1.74658
3,5,99,-0.867217
3,4,99,0.0287699
3,2,99,1.07137
3,1,99,1.57926
4,17,99,-4.15316
4,16,99,-4.05475
4,15,99,-3.8891
4,14,99,-4.1686
4,13,99,-4.07219
4,12,99,-3.60222
4,9,99,-4.12715
4,8,99,-3.3141
4,7,99,-3.35801
4,5,99,-3.38391
4,3,99,-1.85032
4,1,99,0.563543
1,20,98,-1.1972
1,19,98,-1.10065
1,18,98,-1.09867
1,17,98,-1.10323
1,15,98,-1.11921
1,13,98,-0.699023
1,12,98,-0.979117
1,10,98,-0.558353
1,9,98,-0.590945
1,7,98,-0.167236
1,4,98,1.06917
1,3,98,1.29159
1,2,98,1.45347
1,1,98,2.1024
2,20,98,-1.3611
2,18,98,-1.39811
2,17,98,-1.38728
2,16,98,-1.43866
2,15,98,-1.33872
2,13,98,-1.00899
2,10,98,-1.09505
2,7,98,-0.71006
2,4,98,0.926267
2,3,98,0.533608
2,2,98,1.32964
2,1,98,1.94015
3,20,98,-1.75409
3,16,98,-1.65909
3,15,98,-1.62005
3,13,98,-1.49616
3,11,98,-1.51792
3,10,98,-1.4926
3,9,98,-1.57181
3,8,98,-1.37305
3,5,98,-0.791686
3,4,98,0.205693
3,2,98,1.14064
3,1,98,1.6014
4,17,98,-4.0782
4,16,98,-3.99733
4,15,98,-3.37512
4,14,98,-4.17135
4,13,98,-3.91764
4,12,98,-3.68396
4,9,98,-3.40202
4,8,98,-3.33697
4,7,98,-3.47448
4,5,98,-3.30612
4,3,98,-2.16967
4,1,98,0.0498676
1,20,97,-0.929724
1,19,97,-0.902758
1,18,97,-0.93533
1,17,97,-1.00582
1,15,97,-0.803979
1,13,97,-0.575809
1,12,97,-0.555071
1,7,97,0.0120774
1,4,97,1.22474
1,3,97,1.04062
1,2,97,1.49249
1,10,97,-0.584155
1,1,97,1.76459
2,20,97,-1.40993
2,18,97,-1.27729
2,17,97,-1.25331
2,16,97,-1.29759
2,15,97,-0.727198
2,13,97,-0.852846
2,12,97,-0.862962
2,10,97,-1.06247
2,6,99,-0.704265
1,14,97,-0.791857
2,8,97,-0.57883
2,7,97,-0.739529
1,14,99,-0.90674
2,6,97,-0.150434
2,4,97,1.1797
2,3,97,0.579864
2,2,97,1.59048
2,1,97,2.15922
3,20,97,-1.61008
3,16,97,-1.55888
3,15,97,-1.49775
3,13,97,-1.26846
3,11,97,-1.37369
3,10,97,-1.10875
3,9,97,-1.38805
3,8,97,-1.13694
3,5,97,-0.847853
3,4,97,0.425512
3,2,97,1.38927
3,1,97,1.50244
4,17,97,-3.45177
4,16,97,-3.78438
4,15,97,-3.40696
4,13,97,-3.40977
4,12,97,-3.88811
4,9,97,-3.55107
4,8,97,-3.13488
4,7,97,-2.69624
4,5,97,-2.47533
4,1,97,0.287051
1,20,96,-0.995048
1,19,96,-0.920616
1,18,96,-1.00926
1,17,96,-0.701636
1,15,96,-0.553397
2,8,98,-0.752467
2,6,98,-0.217682
1,14,96,-0.613272
1,13,96,-0.540666
1,12,96,-0.596905
1,9,96,-0.241628
1,7,96,0.0324507
1,4,96,1.32367
1,3,96,1.30164
1,2,96,1.77634
1,10,96,-0.457467
1,1,96,2.25891
2,20,96,-1.13827
2,18,96,-1.28753
2,17,96,-1.02368
2,16,96,-1.02752
2,15,96,-0.94145
2,13,96,-0.78652
2,12,96,-0.881919
2,10,96,-0.807045
2,7,96,-0.560251
1,14,98,-0.775532
2,8,96,-0.424649
2,6,96,-0.099842
2,4,96,1.42097
2,3,96,0.731715
2,2,96,1.68535
2,1,96,2.26678
3,20,96,-1.37956
3,16,96,-1.5232
3,13,96,-1.42423
3,11,96,-1.18475
3,10,96,-1.21416
3,9,96,-1.36103
3,8,96,-1.20284
3,5,96,-0.542417
3,4,96,0.517275
