Down,Distance,Yardline,EPA
1,20,99,-0.0604248
1,19,99,-0.0367287
1,18,99,0.0537395
1,17,99,0.0704415
1,15,99,0.124573
1,13,99,0.469997
1,12,99,0.173563
1,10,99,0.455353
1,7,99,0.848312
1,4,99,1.78105
1,3,99,1.72661
1,2,99,2.19323
1,1,99,2.51214
1,20,98,-0.0738142
1,19,98,0.168572
1,18,98,0.0398204
1,17,98,0.110731
1,15,98,-0.00260643
1,13,98,0.445605
1,12,98,0.272014
1,10,98,0.515708
1,7,98,0.881025
1,4,98,1.72066
1,3,98,1.59544
1,2,98,2.00474
1,1,98,2.51399
3,4,99,1.41955
4,14,99,0.113028
1,20,97,0.0416519
1,19,97,0.255886
1,18,97,0.0412825
1,17,97,0.124456
1,15,97,0.121453
1,13,97,0.44198
2,13,98,0.370919
1,12,97,0.302455
1,7,97,0.859404
1,4,97,1.76427
1,3,97,1.7352
1,2,97,2.29223
1,10,97,0.503303
1,1,97,2.45634
3,13,99,0.201079
3,4,98,1.44601
1,20,96,0.0684435
1,19,96,0.0976076
1,18,96,0.000843254
1,17,96,0.110535
2,17,99,0.0813092
1,15,96,0.1263
1,13,96,0.412541
1,12,96,0.497426
1,7,96,0.925888
1,4,96,1.84067
1,3,96,1.89807
1,2,96,2.12116
2,2,99,2.04037
1,10,96,0.505205
1,1,96,2.33521
3,20,99,-0.0785311
3,13,98,0.245098
3,4,97,1.44242
2,20,97,0.000444848
2,20,99,-0.058476
1,19,95,0.238617
1,17,95,0.184807
1,15,95,0.578962
1,13,95,0.432713
1,7,95,0.839645
2,7,98,0.72914
1,4,95,1.95595
2,3,99,1.46817
1,2,95,2.18495
1,1,95,2.60229
3,13,97,0.274105
3,4,96,1.44288
1,19,94,0.120906
2,18,97,0.0467707
1,17,94,0.166102
1,15,94,0.320804
1,13,94,0.463226
1,7,94,0.927504
2,7,96,0.751716
1,4,94,2.02516
2,4,98,1.75386
1,2,94,2.21642
1,1,94,2.2784
2,1,97,2.50497
3,18,95,0.0469338
3,13,96,0.330744
3,4,95,1.56563
2,20,98,0.00322749
1,19,93,0.156187
2,18,99,-0.0107234
1,17,93,0.15868
1,15,93,0.213965
1,13,93,0.47304
1,7,93,0.901814
1,4,93,1.96205
1,2,93,2.38201
1,1,93,2.5767
3,18,94,0.0661852
3,13,94,0.367354
3,4,94,1.50549
3,2,99,1.95791
4,17,99,-0.08
1,19,92,0.140849
2,18,98,0.0573155
1,17,92,0.227138
1,15,92,0.223087
1,13,92,0.51323
2,12,97,0.259242
2,10,96,0.430351
1,7,92,0.945652
1,4,92,1.85663
1,2,92,2.36822
2,2,96,2.1737
2,2,93,2.33466
1,1,92,2.69862
2,1,96,2.49711
3,16,99,0.032255
3,11,96,0.463989
3,5,99,0.836182
4,17,98,-0.0157429
1,19,91,0.293906
1,17,91,0.208775
2,17,93,0.149509
2,16,98,-0.0264684
1,15,91,0.5093
2,15,97,-0.0403909
2,14,95,0.271117
1,13,91,0.476423
2,10,99,0.271573
2,8,99,0.670336
1,7,91,1.14169
2,7,99,0.560452
1,14,96,0.332606
2,8,98,0.665973
2,6,98,0.955363
1,4,91,1.79399
2,3,96,1.64158
1,2,91,2.44236
1,1,91,2.71634
2,1,99,2.41064
3,16,98,-0.036312
3,15,99,-0.16362
3,11,99,0.141045
3,10,98,0.23592
3,5,98,0.986561
3,4,92,1.45831
3,2,96,2.12969
4,16,99,-0.0684083
4,15,99,-0.12
4,12,98,-0.00697925
4,3,99,0.716299
1,19,90,0.171047
1,17,90,0.221729
2,17,97,0.07195
2,17,98,0.0801564
2,16,99,-0.0319538
1,15,90,0.669105
2,15,96,0.061596
1,13,90,0.52583
2,13,95,0.454323
2,12,96,0.183405
2,9,94,0.637964
1,7,90,0.995297
2,7,92,0.846963
1,4,90,1.89255
2,3,97,1.44715
2,3,98,1.63392
1,2,90,2.29741
2,2,97,2.13177
2,2,98,2.16967
1,1,90,2.66368
3,16,97,0.0123376
3,11,98,0.339621
3,10,97,0.372581
3,9,99,0.3768
3,8,99,0.522147
3,1,98,2.26676
4,17,96,0.000815458
4,16,98,-0.0886583
4,15,98,-0.14
4,12,99,-0.0155268
4,9,98,0.194347
4,5,97,0.738081
4,5,96,0.848721
4,3,98,0.817581
4,1,99,1.97781
1,19,89,0.1857
1,17,89,0.301031
2,17,96,0.114809
2,16,96,0.0331767
2,16,97,0.0493515
1,15,89,0.295177
2,14,93,0.283998
1,13,89,0.45351
2,13,99,0.321766
2,10,98,0.4074
1,7,89,1.04714
2,7,97,0.63573
1,4,89,2.05737
2,4,97,1.73733
2,4,95,1.88549
1,2,89,2.3466
1,1,89,3.13387
3,16,96,0.0360056
3,11,97,0.203152
3,10,99,0.253081
3,9,98,0.460276
3,8,98,0.627667
3,5,96,1.1841
3,2,98,2.08987
3,1,99,2.14892
4,16,97,-0.0050472
4,15,97,-0.06
4,13,98,0.0489492
4,8,98,0.245863
4,8,99,0.18307
4,2,95,1.71484
1,19,88,0.204657
1,17,88,0.38609
2,16,95,0.0683367
1,15,88,0.395412
1,13,88,0.500132
2,13,96,0.413379
2,13,93,0.460642
1,7,88,1.09147
1,4,88,1.8004
2,4,96,1.82531
1,2,88,2.45413
2,2,91,2.27044
1,1,88,2.64421
3,20,96,0.00742373
3,16,95,0.0248992
3,8,97,0.556957
3,5,95,1.11821
3,2,94,2.15458
3,1,97,2.21718
3,1,96,2.42665
4,16,96,-0.0221074
4,15,96,-0.12
4,5,95,0.681798
4,5,99,0.513294
2,20,92,0.0530441
2,20,96,0.0664747
1,19,87,0.188331
1,17,87,0.383893
1,15,87,0.660976
2,15,99,-0.0970219
1,13,87,0.583281
2,13,94,0.465662
2,9,95,0.602972
1,14,98,0.247925
2,6,96,1.01678
2,8,96,0.650798
1,7,87,1.06882
1,4,87,1.94607
1,2,87,2.31189
2,2,95,2.23466
1,1,87,2.93364
2,1,94,2.54731
2,1,91,2.70553
3,18,88,0.0957303
3,10,93,0.384442
3,9,96,0.363528
3,8,96,0.55468
3,5,94,1.13644
3,2,97,2.10381
4,8,97,0.36914
4,1,95,1.95237
4,1,96,2.0645
2,20,95,0.0356118
1,19,86,0.313229
1,17,86,0.247544
2,17,94,0.123456
2,17,95,0.138272
2,16,92,0.096501
2,16,93,0.0914878
1,15,86,0.428583
2,15,98,-0.126873
2,14,88,0.283751
2,14,91,0.303493
2,14,94,0.296444
2,14,92,0.267467
1,13,86,0.543785
1,7,86,1.05326
