Down,Distance,Yardline,EP
1,20,99,-1.13941
1,19,99,-0.69054
1,15,99,-0.319571
1,13,99,-0.372014
1,10,99,0.18513
1,7,99,0.299409
1,4,99,0.220471
1,3,99,0.304627
1,2,99,0.190291
1,1,99,0.621085
1,20,98,-0.789996
1,19,98,-0.411044
1,15,98,0.10707
1,13,98,-0.107536
1,10,98,0.0811197
1,7,98,0.520104
1,4,98,0.615499
1,3,98,0.378855
1,2,98,0.528344
1,1,98,0.436716
2,2,99,0.236214
2,3,98,0.344648
3,2,99,0.326184
3,1,98,0.234352
4,1,98,-0.389172
1,20,97,-0.652119
1,19,97,-0.416967
1,17,97,-0.359491
1,15,97,0.136026
1,13,97,0.211826
1,7,97,0.482885
1,4,97,0.663194
1,3,97,0.495501
1,2,97,0.627847
2,4,99,0.321092
1,10,97,0.28889
1,1,97,0.566089
2,3,99,0.102731
2,2,98,0.143433
2,16,97,-1.27474
3,4,99,-0.271493
3,2,98,0.0351734
4,7,99,-1.50613
3,2,97,0.236313
3,1,97,0.31622
4,3,99,-1.75273
1,20,96,-0.590001
1,19,96,-0.488593
1,17,96,0.0278672
1,15,96,0.229118
1,13,96,-0.122421
2,15,98,-1.02139
1,7,96,0.856256
1,4,96,0.769768
1,3,96,0.604109
1,2,96,0.72031
2,4,98,0.63637
1,10,96,0.407192
1,1,96,0.574677
2,2,97,0.692642
3,8,97,-1.29263
3,4,98,-0.118857
4,13,99,-1.65238
3,2,96,0.239157
4,5,99,-1.47853
3,1,96,0.510732
4,3,98,-2.31846
1,19,95,-0.307952
1,17,95,-0.159892
1,15,95,0.13362
1,13,95,0.288072
2,13,98,-0.487517
1,7,95,0.623665
2,7,97,-0.0207474
1,4,95,0.856611
1,1,95,0.66805
2,3,97,0.294
2,2,96,0.522384
3,15,97,-2.2438
3,5,98,-0.805059
2,1,95,0.58471
3,5,99,-0.705042
4,7,97,-3.36351
4,1,95,-0.84436
1,19,94,-0.383386
1,17,94,0.0753843
1,15,94,0.127992
1,13,94,0.504443
2,17,98,-0.715804
2,15,99,-1.28663
2,7,96,0.0120951
1,4,94,0.897656
2,7,99,-0.174113
1,1,94,0.723762
