Down,Distance,Yardline,EP
1,20,99,-1.17069
1,19,99,-0.399166
1,15,99,-0.148335
1,13,99,-0.100323
1,10,99,0.114473
1,7,99,0.629608
1,4,99,0.748721
1,3,99,0.361426
1,2,99,0.320013
1,1,99,0.377053
4,1,99,-0.761277
1,20,98,-0.420302
1,19,98,-0.804686
1,17,98,-0.176413
1,15,98,0.13566
1,13,98,0.30115
1,10,98,0.517996
1,7,98,0.541031
1,4,98,0.743887
1,3,98,0.523385
1,2,98,0.654036
1,1,98,0.626362
2,2,99,0.339233
3,2,99,-0.255758
4,3,99,-1.21435
3,1,98,0.36706
1,20,97,-0.554417
1,19,97,-0.0197496
1,17,97,0.132458
1,15,97,0.363024
1,13,97,0.332242
2,10,98,-0.360874
1,7,97,0.699866
1,4,97,0.69338
1,3,97,0.563147
1,2,97,0.834331
2,4,99,1.00542
1,10,97,0.514783
1,1,97,0.695422
2,2,98,0.434109
2,3,99,-0.240239
2,2,97,0.696098
3,2,98,0.155509
4,7,99,-2.05881
3,2,97,0.642645
4,3,98,-2.6287
3,1,97,0.32749
4,1,97,-0.418656
1,20,96,-0.537409
1,19,96,-0.0928564
1,17,96,-0.124642
1,15,96,0.26339
2,16,98,-0.903134
1,13,96,0.538984
1,7,96,0.736213
1,4,96,1.09236
2,7,99,-0.023434
1,3,96,0.61913
1,2,96,1.20024
2,4,98,0.935626
1,10,96,0.685708
1,1,96,0.850281
2,3,98,0.123821
3,11,99,-1.65738
3,5,99,-0.842882
3,4,99,-0.0180806
4,7,97,-2.54007
4,7,98,-2.98279
3,1,96,0.38543
1,19,95,-0.217472
1,17,95,-0.0219914
2,20,98,-0.682618
1,15,95,0.163971
2,17,97,-0.225159
1,13,95,0.445158
1,7,95,0.870182
1,4,95,0.878743
1,14,99,-0.385115
2,6,97,0.305588
2,4,97,0.855879
1,1,95,0.916984
2,3,97,0.163986
2,2,96,0.737317
3,15,97,-1.48905
3,8,97,-0.863724
2,1,95,0.683414
3,4,98,-0.0210942
3,2,96,0.474438
4,7,96,-1.85369
3,7,99,-1.28167
3,1,95,0.535434
4,5,99,-2.00969
4,1,95,-0.59789
1,19,94,0.0652466
1,17,94,0.0553224
1,15,94,0.485392
1,13,94,0.343769
2,15,97,-0.673181
2,16,99,-1.57919
1,4,94,0.733527
1,14,96,0.405256
2,8,98,-0.147402
2,6,98,-0.116295
1,1,94,0.804777
2,2,95,0.706075
2,3,96,0.461546
3,16,98,-2.02764
3,15,99,-1.83437
3,8,96,-0.59714
3,5,97,-0.642367
3,4,96,0.0434994
3,4,97,-0.109154
3,5,98,-0.395374
3,2,95,0.52823
4,21,97,0
4,9,99,-2.68125
4,3,95,-0.874055
4,5,97,-2.71032
4,2,95,-0.592792
4,5,98,-2.5691
4,1,94,-0.340666
1,19,93,-0.0730589
1,17,93,0.342926
1,15,93,0.477173
2,13,96,-0.255844
2,12,96,-0.390142
1,4,93,0.978369
2,7,96,0.217798
2,4,94,0.990529
2,7,98,-0.0625262
2,4,95,0.957339
2,8,99,0.116643
1,1,93,0.948962
2,4,96,1.14249
2,2,94,0.748715
3,13,99,-1.46554
3,6,94,0.047824
3,1,94,0.669364
3,7,98,-1.09291
3,4,95,0.188091
3,2,94,0.688023
4,13,99,-3.09809
3,2,93,0.719618
4,5,96,-1.63284
4,3,94,-0.992687
4,8,99,-3.00764
3,7,97,-1.15217
3,1,93,0.646436
4,1,93,-0.66468
1,19,92,-0.183494
1,17,92,0.193916
2,20,96,-1.02687
1,15,92,0.458711
2,20,99,-1.21499
2,16,95,-0.734
2,13,98,-0.243193
1,4,92,1.40602
1,1,92,1.15805
2,2,93,0.834805
