Down,Distance,Yardline,EP
1,20,99,-1.44905
1,19,99,-1.31312
1,15,99,-1.15994
1,13,99,-0.624703
1,10,99,-0.392779
1,7,99,-0.19185
1,4,99,0.0577061
1,3,99,-0.188985
1,2,99,-0.348218
1,1,99,-0.168899
3,2,99,-0.745645
1,20,98,-1.57183
1,19,98,-0.997751
1,15,98,-0.743853
1,13,98,-0.648182
1,10,98,-0.366754
1,7,98,-0.0470387
1,4,98,0.0780939
1,3,98,-0.224455
1,2,98,-0.537223
2,3,99,-0.543297
1,1,98,-0.136358
2,2,99,-0.486057
3,2,98,-0.491704
3,1,98,-0.479507
4,1,98,-0.931774
1,20,97,-0.970921
1,19,97,-1.11127
1,17,97,-0.77152
1,15,97,-0.46159
1,13,97,-0.446943
1,7,97,-0.0253305
1,3,97,-0.0730821
1,2,97,-0.054449
1,10,97,-0.482542
1,1,97,0.0574683
2,2,98,-0.294257
3,4,99,-0.851141
4,7,99,-3.51082
4,5,99,-3.25744
3,2,97,-0.324087
3,1,97,-0.260978
4,3,99,-2.50066
4,1,97,-1.14145
1,20,96,-1.0936
1,19,96,-0.964055
1,17,96,-0.756247
1,15,96,-0.623868
1,13,96,-0.401214
1,7,96,-0.0507067
1,4,96,-0.0380194
2,7,99,-0.798904
1,3,96,0.0525644
1,2,96,0.138986
1,10,96,-0.161938
1,1,96,-0.105902
2,4,99,0.0587346
2,3,98,-0.571424
2,2,97,-0.125267
3,20,98,-2.56726
4,8,98,-3.38148
3,2,96,-0.179153
3,1,96,-0.171182
4,3,98,-3.04732
4,1,96,-1.10414
2,23,98,0
1,19,95,-0.731717
1,17,95,-0.529833
1,15,95,-0.165684
1,13,95,-0.306467
1,4,95,0.0905549
2,7,98,-0.638683
1,14,99,-0.893153
2,6,97,-0.646818
1,1,95,0.11972
2,2,96,0.0346008
2,3,97,-0.24551
2,4,98,0.0592406
3,4,97,-0.537652
2,1,95,-0.0149993
3,4,98,-0.745046
3,5,99,-1.17401
4,9,98,-3.4275
4,7,97,-3.34707
3,2,95,-0.142496
4,1,95,-0.811612
1,19,94,-0.764303
1,17,94,-0.540798
1,15,94,-0.228551
2,20,99,-1.78377
1,13,94,-0.482488
2,16,97,-1.54845
2,15,97,-1.22712
2,15,99,-2.01912
2,13,99,-1.41961
1,4,94,0.174021
2,4,95,0.0456731
1,14,96,-0.537435
2,8,98,-0.536143
2,6,98,-0.696552
1,1,94,0.0403163
2,3,96,-0.0832224
2,4,97,0.106194
2,2,95,0.0636904
3,15,98,-2.79401
3,15,99,-2.44645
3,9,98,-2.17725
3,1,95,-0.0574122
3,7,99,-1.83035
3,4,96,-0.737187
3,5,98,-1.35778
4,14,98,-3.39867
4,7,96,-2.84371
4,5,96,-3.05365
4,5,98,-3.24019
4,2,95,-1.62409
4,1,94,-1.12418
1,19,93,-0.809132
1,17,93,-0.399183
1,15,93,-0.402582
2,18,96,-1.81822
1,13,93,-0.166433
2,15,96,-1.43951
2,16,98,-1.82745
2,17,99,-1.57653
2,16,99,-2.13141
2,15,98,-1.47506
2,12,97,-1.16027
1,4,93,0.159877
2,7,96,-0.508526
1,1,93,0.133426
2,4,96,0.0233792
2,2,94,0.0778801
3,13,99,-2.14214
3,9,99,-2.02869
3,8,99,-1.97669
3,2,94,-0.226372
3,5,97,-1.21121
4,13,98,-3.12905
4,13,99,-3.24021
4,8,99,-3.40177
4,7,98,-3.25098
