Down,Distance,Yardline,EPA
2,1,86,3.22222
3,20,87,0.70665
3,18,88,0.420281
3,18,78,0.637649
3,18,85,0.437808
2,14,77,0.751057
2,13,77,0.768503
3,13,87,0.882871
3,13,86,0.800389
3,13,85,0.877425
3,10,87,0.880726
3,9,89,1.26779
3,8,87,1.05127
3,8,82,1.17407
3,2,87,2.40305
3,1,90,2.72104
1,3,91,2.02639
4,17,89,0.136464
1,3,95,2.08211
4,17,85,0
1,12,88,1.07435
4,15,88,0.130702
4,13,92,0.199388
4,13,89,0.402072
4,5,88,1.00816
2,11,96,0.641617
4,11,95,0.37038
4,2,86,1.74064
4,1,90,3.00266
2,20,89,0.648407
1,19,76,0.486234
2,19,79,0.448199
1,17,76,0.847195
2,17,78,0.552057
1,15,76,0.80295
2,14,84,0.5163
1,13,76,1.25725
2,10,85,0.825976
2,10,86,0.770647
2,9,85,0.994345
1,7,76,1.34374
1,4,76,2.06649
2,4,87,2.05129
2,4,85,1.93122
1,2,76,2.66586
2,2,87,2.67431
1,1,76,3.21369
2,1,87,3.2061
3,20,90,0.832817
3,20,85,0.800283
3,18,87,0.510171
2,14,76,0.838723
2,13,76,0.782806
3,11,86,0.744097
3,8,88,1.0067
3,6,92,1.23035
3,5,85,1.17601
3,1,89,2.8167
1,3,90,2.16534
4,17,86,0.185368
4,16,86,0.137031
4,13,91,0.472871
4,12,90,0
4,9,87,1.22277
4,9,88,1.32112
4,9,90,1.39474
4,9,89,1.26979
4,1,86,3.16639
4,1,89,2.93042
2,20,81,0.435879
2,20,85,0.593389
2,20,88,0.597662
1,19,75,0.639641
1,17,75,0.600656
2,17,77,0.5057
1,15,75,0.925524
2,14,83,0.597356
1,13,75,1.30148
2,10,87,0.860435
2,9,82,0.997747
2,8,86,1.16172
1,7,75,1.43691
1,14,87,0.650261
2,8,91,1.10769
2,6,77,2.00668
1,4,75,2.09811
2,4,80,1.95151
1,2,75,2.63441
2,2,84,2.30786
2,2,85,2.5234
2,2,82,2.47374
2,2,83,2.44322
1,1,75,3.40639
3,20,79,0.689991
3,18,86,0.462622
2,14,75,0.836606
3,13,83,0.86226
3,11,82,0.736546
3,9,86,1.11938
3,9,87,0.981248
3,9,85,0.791824
3,6,91,1.13648
3,4,85,1.82987
3,4,83,1.78379
3,2,85,2.35998
3,2,80,2.09441
3,1,88,2.90486
1,3,93,1.97567
4,17,87,0.151248
4,16,87,0.143305
1,12,76,1.30507
4,15,84,0.569877
1,12,75,1.35988
4,15,85,0.713318
3,12,74,1.08874
4,14,89,0
4,12,89,0
4,5,84,0.875158
4,5,86,1.14742
4,5,82,0.722592
2,16,5,0
4,3,86,1.35345
4,3,85,1.67511
4,1,85,2.1532
1,19,74,0.567387
1,9,94,1.2803
2,18,58,1.24047
1,18,74,0.996016
2,15,85,0.710323
2,14,82,0.599213
1,13,74,1.28576
4,15,86,0.16581
1,12,74,1.35657
2,18,14,0
1,9,74,1.61183
1,11,14,2.17053
2,14,21,2.53438
4,10,25,2.3655
1,8,74,1.2915
1,14,85,0.719575
2,8,93,1.08072
2,6,79,2.09528
2,8,50,1.79517
1,14,48,1.72578
2,6,82,2.10881
1,14,76,1.02137
2,8,54,1.58311
2,6,86,1.8172
2,8,49,1.87414
1,14,49,1.66847
2,6,83,1.88065
4,20,52,0
2,5,79,1.61063
1,4,74,2.28808
1,2,74,2.68545
1,1,74,3.42315
3,3,17,4.29983
3,17,58,0.515472
3,19,84,0.459805
3,3,26,3.54891
3,19,83,0.571819
3,3,30,3.14369
3,17,59,0.570488
3,19,87,0.351578
1,9,14,2.64546
2,18,74,0.930318
4,7,49,1.67474
3,15,84,0.720955
2,14,74,0.961215
3,13,84,0.762211
3,14,67,0.958579
3,6,84,1.76428
3,5,83,1.24346
3,12,64,0.834722
4,14,83,0.178028
3,12,71,0.886733
4,14,84,0.124413
3,12,70,0.839659
4,14,85,0.171821
4,12,88,0
3,15,54,0.690479
4,7,87,0.222072
3,15,55,0.688246
4,7,84,0.671959
4,5,89,1.18345
4,5,85,0.523095
4,1,82,2.30151
4,14,47,1.00312
1,20,73,0.567959
1,19,73,0.583269
2,15,84,0.719722
2,14,81,0.750685
1,13,73,1.38318
4,15,87,0.0879178
1,12,73,1.31311
2,7,63,1.61211
2,12,78,1.10309
2,7,57,1.65798
2,12,76,1.11232
2,18,9,0
1,9,73,1.36118
1,11,13,2.14554
2,14,22,2.03873
4,10,22,2.5809
1,8,73,1.53746
1,14,89,0.540439
2,8,89,1.05789
2,6,75,1.91717
4,20,53,0
2,5,78,1.62413
1,4,73,1.92188
1,2,73,2.80553
1,1,73,3.06196
3,3,31,2.91065
3,17,56,0.832316
3,19,86,0.421465
1,9,9,2.33569
2,18,73,0.921529
3,16,82,0.515638
4,7,48,1.90125
3,15,83,0.678561
2,14,73,1.07066
3,13,82,0.995544
3,1,58,3.70271
3,7,78,1.0041
4,16,85,0.288868
3,12,68,0.874041
4,14,87,0
4,12,87,0
4,9,82,0.0237927
2,20,80,0.425468
3,15,40,2.20991
4,7,85,0.581021
4,5,83,0.577863
4,1,83,2.19196
4,14,44,1.6668
4,6,51,1.74645
1,20,72,0.584719
2,20,79,0.494413
2,20,77,0.307189
2,20,74,0.284256
1,19,72,0.658018
1,9,88,1.30021
2,18,56,1.2856
1,18,72,1.01651
2,14,80,0.719718
1,13,72,1.47534
4,15,72,0.882462
1,12,72,1.37288
2,7,50,2.08761
2,12,83,1.09314
2,18,8,0
1,9,72,1.352
4,10,23,2.3868
1,11,12,2.11822
2,14,23,2.72478
1,8,72,1.56476
1,14,86,0.70695
2,8,92,1.10602
2,6,76,1.86235
1,4,72,2.21395
1,2,72,2.84188
1,1,72,3.48041
3,3,27,3.70276
3,19,82,0.419846
1,9,8,0
2,18,72,0.963154
3,16,81,0.592483
3,13,79,0.898089
4,18,79,0.409815
4,16,84,0.319319
4,16,82,0.517231
3,12,65,0.682713
4,14,82,0.161873
4,13,81,0.540901
4,12,86,0
4,9,86,1.16611
4,9,83,0
3,15,50,1.32286
4,7,83,0.678816
2,16,24,1.51519
4,3,83,1.56152
1,19,71,0.660782
2,15,82,0.722917
2,15,80,0.737932
4,6,49,1.67976
4,14,18,2.7501
1,20,74,0.556475
2,14,79,0.734939
1,13,71,1.41349
4,15,89,0.0789522
1,12,71,1.48663
2,7,58,1.67493
2,12,75,1.08957
2,7,59,1.70883
2,12,74,1.02029
2,7,52,1.86607
2,12,73,0.968469
2,7,53,1.86868
2,12,72,1.02932
2,18,19,1.62287
1,9,71,1.34064
1,11,3,0
2,14,24,2.17742
4,10,28,2.1801
1,8,71,1.50558
2,7,82,1.20765
4,20,56,0
2,5,75,1.74178
4,20,58,0
2,5,73,1.82128
4,20,55,0
2,5,76,1.60387
1,4,71,2.05928
1,2,71,2.90389
2,2,78,2.43162
1,9,7,0
2,18,83,0.705506
1,1,71,3.38368
1,9,19,2.57894
2,18,71,0.983723
3,6,79,2.54753
3,6,78,2.41635
3,19,6,0
3,17,72,0.392361
3,3,79,2.01602
3,18,10,0
2,11,72,0.861698
4,17,81,0
4,12,83,0.898379
4,9,85,0.215778
3,15,53,0.89753
4,7,86,0.185064
4,5,80,0.668542
2,16,7,0
4,3,80,1.56179
4,1,84,2.24931
4,1,81,2.38221
4,1,79,2.5376
1,19,70,0.679282
2,16,77,0.488573
2,15,83,0.723005
2,14,72,1.05763
1,13,70,1.4105
2,13,74,0.858919
2,13,75,0.800783
4,15,90,0.165186
1,12,70,1.25214
2,18,18,0.935949
1,9,70,1.95561
1,11,2,0
2,14,25,1.95803
4,10,29,2.1693
1,8,70,1.48671
1,14,51,1.34998
2,8,63,1.53941
2,6,81,2.08539
1,14,84,0.744101
2,8,94,1.09807
2,6,78,1.94312
4,20,54,0
2,5,77,1.78125
1,4,70,2.07043
1,2,70,3.06855
1,9,6,0
2,18,82,0.743187
1,1,70,3.44395
3,3,28,3.44944
3,17,57,0.66534
3,19,81,0.56346
1,9,18,2.82926
2,18,70,0.911855
3,16,88,0.402651
4,7,51,1.22114
3,15,82,0.681668
4,7,46,1.66519
3,15,77,0.760057
3,13,80,0.878911
4,4,92,0.902186
3,9,74,0.947972
4,4,88,1.00905
3,9,78,0.896934
3,14,68,0.957684
2,19,51,1.27364
3,6,83,1.77586
3,5,82,1.25091
3,19,7,0
3,17,75,0.423273
3,3,78,2.22077
4,16,83,0.314019
3,12,66,0.826874
4,14,81,0.221993
4,13,80,0.804261
4,12,85,0.9312
4,12,79,1.12256
4,9,84,0.165972
4,9,81,0.298343
4,5,81,0.752173
2,16,3,0
4,3,84,1.62536
4,1,80,2.68588
1,19,69,0.650022
2,16,76,0.436308
2,15,79,0.715118
2,15,77,0.823077
2,14,71,1.21131
1,13,69,1.26282
2,13,72,0.842722
4,15,91,0.109477
1,12,69,1.39425
2,18,13,0
1,9,69,1.89015
1,11,1,0
2,14,26,2.47208
4,10,26,2.4
1,8,69,1.50229
2,7,73,1.40786
2,7,77,1.21534
1,4,69,2.24596
1,2,69,2.7284
2,2,79,2.44295
1,9,1,0
2,18,81,0.710278
1,1,69,3.5385
3,17,6,0
3,3,29,3.29292
3,19,80,0.598848
1,9,13,2.35312
2,18,69,0.89077
3,16,78,0.444582
4,7,44,2.81165
3,15,79,0.716456
4,7,41,2.3501
3,15,76,0.779202
3,13,81,0.795775
4,18,76,0.565056
4,16,80,0.546106
3,12,95,0.237989
4,6,83,2.19733
4,14,76,0.215855
3,12,67,0.861578
4,14,80,0.114765
4,12,84,0.909446
4,12,82,0.93726
4,9,80,0.194492
3,15,45,1.53864
4,7,78,0.71948
4,5,78,0.758097
4,3,79,1.79051
2,20,78,0.355777
2,20,72,0.303263
1,19,68,0.907205
2,15,81,0.711432
2,14,70,0.984875
1,13,68,1.52651
2,13,78,0.928904
2,13,73,1.00647
4,15,92,0
1,12,68,1.33688
2,18,12,0
1,9,68,1.98119
4,10,27,2.2215
2,14,27,2.67613
1,8,68,1.47005
2,7,78,1.2321
2,7,72,1.38318
4,20,59,0
2,5,72,1.88772
1,4,68,2.20766
1,2,68,2.8503
1,1,68,3.39826
3,17,3,0
3,3,6,4.01116
3,19,79,0.510772
1,9,12,2.5191
2,18,68,0.955609
2,5,52,2.49276
4,20,79,0.77343
2,17,68,0.666738
3,16,77,0.39715
4,7,50,1.74781
3,15,81,0.680142
3,1,59,3.2394
3,7,79,1.02801
3,14,69,0.87092
2,19,50,1.82682
3,6,82,2.32905
3,14,70,0.954889
2,19,49,1.90836
3,6,81,2.05448
4,16,79,0.470973
4,16,81,0.386105
3,12,92,0.442635
4,14,79,0.196812
4,13,85,0.599909
4,12,81,0.818702
4,12,78,1.23155
1,11,84,1.07561
1,8,48,2.0197
4,16,50,0.015
4,10,79,0.375084
4,9,79,0.239425
2,20,84,0.580984
3,15,52,0.942817
4,7,81,0.605059
4,5,79,0.850986
4,1,76,2.49474
2,20,75,0.26847
3,15,49,1.34865
4,7,82,0.72876
2,20,73,0.293002
1,19,67,0.745518
2,7,7,3.31763
2,12,70,1.09024
1,9,81,1.31736
1,18,67,1.2855
2,14,69,0.982025
1,13,67,1.23516
2,13,70,0.882358
2,13,71,0.915557
4,15,93,0
1,12,67,1.40452
2,19,57,0.935973
3,14,78,0.510352
1,1,31,4.57575
1,10,67,1.35021
2,18,23,1.02127
1,9,67,2.07167
1,11,7,0
2,14,28,2.4432
1,8,67,1.57964
2,7,71,1.35868
4,20,57,0
2,5,74,1.78189
4,20,61,0
2,5,70,1.85484
1,4,67,2.19571
1,1,67,3.65838
3,3,7,5.62545
3,19,78,0.402612
3,3,3,4.36635
3,17,12,0
3,19,74,0.317725
1,9,23,2.22697
2,18,67,0.985801
3,16,85,0.454019
4,7,61,0.854419
