Down,Distance,Yardline,Optimal Choice
2,7,68,1
1,14,94,0
2,8,68,1
2,6,68,1
4,20,63,1
2,5,68,1
2,2,68,1
2,1,68,1
3,19,68,1
3,16,68,1
4,7,33,2
3,15,68,1
2,16,68,1
3,13,68,1
4,4,98,1
3,9,68,0
3,6,68,1
3,19,20,1
3,3,81,1
4,19,68,1
4,16,68,1
3,12,87,1
4,14,68,1
4,12,68,1
1,11,91,1
1,8,63,1
4,16,59,1
4,10,68,1
4,9,68,1
2,10,87,1
4,8,68,1
3,15,39,0
4,7,68,1
4,5,68,1
4,3,68,0
4,1,68,0
1,19,67,1
2,7,7,1
2,12,70,1
1,17,67,1
1,13,67,1
4,15,93,0
1,12,67,1
2,19,57,0
3,14,78,0
1,1,31,1
1,10,67,1
2,18,23,1
1,9,67,1
2,14,28,0
1,8,67,1
1,16,43,1
1,5,67,1
1,4,67,1
1,3,67,1
3,16,69,1
1,2,67,1
2,18,87,1
1,1,67,0
3,14,52,1
2,19,67,0
1,9,23,1
2,18,67,1
2,15,67,1
4,4,4,0
2,14,67,1
2,13,67,1
2,12,67,1
2,10,67,0
1,14,65,1
2,8,65,1
2,6,67,1
2,5,67,1
2,2,67,1
2,1,67,0
3,17,23,1
3,3,10,1
3,19,67,0
1,2,89,1
3,16,67,1
4,7,32,2
3,15,67,1
2,16,69,1
3,13,67,1
3,9,67,1
3,6,67,1
3,17,76,1
3,3,67,1
3,19,27,1
3,3,82,1
4,19,67,1
4,16,67,1
4,6,96,1
3,12,80,1
4,14,67,1
1,11,88,1
1,8,60,1
4,10,67,1
4,9,67,1
3,15,34,1
4,7,67,1
4,5,67,1
4,3,67,0
4,1,67,0
2,14,87,1
4,14,42,2
1,20,66,1
1,19,66,1
2,12,69,1
1,17,66,1
1,13,66,1
4,15,94,1
1,12,66,1
2,19,56,1
3,14,79,1
1,1,30,0
1,10,66,1
2,18,22,1
1,9,66,1
2,14,29,1
1,8,66,1
1,4,66,1
4,17,78,1
1,3,66,0
1,2,66,1
2,18,86,0
1,1,66,1
3,14,53,1
2,19,66,1
1,9,22,0
2,18,66,1
2,15,66,1
4,4,5,2
2,14,66,1
2,13,66,1
2,12,66,1
2,10,66,1
1,4,26,0
2,9,66,1
1,14,64,1
2,8,66,1
2,6,66,1
2,5,66,1
2,2,66,0
2,1,66,1
3,17,20,1
3,3,11,1
3,19,66,1
3,16,66,1
4,7,35,2
3,15,66,1
2,16,66,1
3,13,66,1
3,9,66,1
3,1,62,1
3,7,66,1
3,6,66,0
3,19,26,0
3,3,83,1
4,19,66,1
4,16,66,1
4,6,97,1
3,12,81,1
4,14,66,1
4,12,66,1
4,9,66,1
2,20,89,1
3,15,33,1
4,7,66,1
4,5,66,1
4,3,66,0
4,1,66,0
1,19,65,1
1,17,65,1
1,13,65,1
4,15,95,0
1,12,65,1
1,9,65,1
4,10,30,2
2,14,30,1
1,8,65,1
1,4,65,1
1,3,65,0
1,2,65,1
1,9,61,1
2,18,85,1
1,1,65,1
3,15,57,1
4,7,90,1
2,20,65,1
1,9,17,1
2,18,65,1
2,16,65,1
2,15,65,1
2,14,65,0
2,13,65,1
1,9,90,1
2,18,62,0
1,18,70,1
2,7,60,1
2,12,65,1
2,10,65,1
1,4,29,0
2,9,65,0
1,14,67,1
2,8,79,1
2,6,65,1
2,5,65,1
2,2,65,1
2,1,65,0
3,3,12,1
3,19,65,1
3,16,65,1
4,7,34,2
3,15,65,1
2,16,67,1
3,13,65,1
4,4,97,1
3,9,65,1
3,1,61,1
3,7,65,1
3,6,65,1
3,17,74,1
3,3,65,1
4,16,65,1
3,12,82,1
4,14,65,1
4,9,65,1
3,15,36,1
4,7,65,1
4,5,65,1
4,3,65,0
4,1,65,0
1,19,64,1
2,12,71,0
1,17,64,1
1,13,64,1
4,15,80,1
1,12,64,0
1,9,64,1
2,14,31,1
4,10,31,2
1,8,64,1
1,4,64,1
1,3,64,1
1,2,64,1
1,9,60,1
2,18,84,1
1,1,64,0
3,14,55,1
2,19,64,1
1,9,16,1
2,18,64,1
2,15,64,1
2,14,64,0
2,13,64,1
1,9,91,1
2,18,63,1
1,18,73,1
2,7,61,1
2,12,64,1
3,2,20,1
4,8,85,1
2,10,64,1
2,7,64,1
1,14,66,1
2,8,64,1
2,6,64,1
2,5,64,1
2,2,64,1
2,1,64,1
3,17,22,1
3,3,13,1
3,19,64,1
1,2,88,1
3,16,64,1
4,7,45,2
3,15,64,1
2,16,64,1
3,13,64,1
3,9,64,1
3,1,60,1
3,7,64,1
3,6,64,1
3,17,77,1
3,3,64,0
3,19,24,0
3,3,85,1
4,19,64,1
4,16,64,1
3,12,83,1
4,14,64,1
4,13,64,1
1,11,71,1
4,10,64,1
4,9,64,1
3,15,35,0
4,7,64,1
4,5,64,1
4,3,64,0
4,1,64,0
1,20,63,0
1,18,63,0
2,4,69,1
4,2,34,1
1,6,31,1
1,16,63,1
1,15,63,1
3,9,45,0
4,4,69,0
2,8,35,1
2,6,37,1
1,3,39,0
1,14,63,0
1,13,63,1
1,12,63,1
2,18,91,1
1,9,63,1
3,14,41,0
2,19,86,0
2,3,85,1
1,16,95,1
1,5,95,1
1,6,63,0
3,4,67,0
1,4,63,0
2,17,89,1
2,5,55,1
4,20,76,1
2,6,13,1
2,8,27,1
1,14,23,1
1,3,63,1
1,2,63,1
1,16,98,1
1,5,10,1
2,20,63,1
3,5,84,1
2,17,63,1
2,15,63,1
2,13,63,1
1,3,88,1
4,17,88,1
2,11,63,1
1,14,37,0
2,8,45,1
1,3,45,1
2,6,63,1
4,11,37,2
4,2,24,0
1,6,85,1
3,12,47,0
4,6,67,1
2,3,63,1
2,1,63,1
3,19,91,1
3,3,18,0
3,17,63,1
2,4,25,1
3,16,63,0
4,7,92,1
3,15,63,1
2,19,72,1
3,14,63,1
4,15,78,1
3,13,63,1
3,12,63,1
1,17,73,0
3,10,63,0
4,4,75,1
3,9,63,1
3,8,63,0
3,1,43,1
3,7,63,1
3,14,24,0
3,6,63,1
3,4,63,0
3,2,63,0
3,18,36,0
2,11,90,1
4,17,63,1
2,14,90,1
4,14,33,2
1,20,71,1
1,12,33,0
4,15,63,1
4,14,63,1
4,13,63,1
4,12,63,1
2,14,63,0
4,10,63,1
4,9,63,1
3,15,94,0
4,7,63,1
1,20,92,0
4,14,24,2
4,6,63,1
4,5,63,1
4,2,65,0
4,11,76,1
2,16,44,1
4,3,63,0
3,18,65,1
4,2,63,0
4,1,63,0
1,20,62,0
1,18,62,1
2,4,70,1
4,2,35,2
1,6,28,1
1,16,62,1
1,15,62,1
1,13,62,1
1,12,62,1
3,14,46,0
2,19,89,0
1,16,92,1
1,5,88,1
1,6,62,1
3,4,66,0
1,4,62,1
2,17,90,1
2,5,54,1
4,20,77,1
2,6,10,0
2,8,26,1
1,14,24,0
1,3,62,1
1,2,62,1
1,5,9,1
2,20,62,0
3,5,85,1
2,17,62,1
2,15,62,1
2,13,62,1
2,11,62,1
3,20,89,1
1,5,65,0
1,16,85,1
1,14,52,0
2,6,46,1
2,8,62,1
1,14,36,1
1,3,42,0
2,8,46,1
2,6,62,1
4,11,36,2
4,2,25,0
1,6,74,1
3,12,46,0
4,6,66,1
2,3,62,1
2,1,62,1
2,4,24,1
3,16,62,1
4,7,95,1
3,15,62,1
2,19,73,1
3,14,62,1
4,15,79,1
3,13,62,1
3,12,62,0
1,17,74,1
3,10,62,1
4,4,72,1
3,9,62,1
3,8,62,0
3,1,42,1
3,7,62,1
3,14,25,0
3,6,62,1
3,4,62,0
3,2,62,0
3,18,37,0
2,11,89,1
4,17,62,1
2,14,89,1
4,14,32,2
1,20,68,1
1,12,34,0
4,15,62,1
4,18,81,1
4,14,62,1
4,12,62,1
4,9,62,1
3,15,93,0
4,7,62,1
1,20,95,0
4,14,25,2
4,6,62,1
4,5,62,1
4,2,64,0
4,11,77,1
2,16,45,1
4,3,62,0
3,18,70,0
4,2,62,0
4,1,62,0
1,20,61,0
1,18,61,1
2,4,75,1
1,6,25,1
4,2,44,1
1,16,61,1
1,15,61,1
1,13,61,1
1,12,61,1
2,3,87,1
3,14,43,0
2,19,84,0
1,5,93,1
1,16,89,1
1,6,61,1
3,4,65,0
2,9,97,1
1,4,61,1
2,5,57,1
4,20,74,0
2,8,29,1
2,6,15,1
1,14,21,0
1,3,61,1
1,2,61,0
1,16,96,0
1,5,52,1
2,20,61,1
3,5,86,1
2,17,61,0
2,15,61,1
2,13,61,1
1,3,86,1
4,17,90,1
2,11,61,1
1,6,6,1
1,5,64,1
1,16,84,0
2,6,47,1
1,14,53,0
2,8,61,1
1,14,39,1
2,8,43,1
1,3,47,1
2,6,61,1
2,1,61,1
2,4,27,1
3,16,61,0
4,7,94,1
3,15,61,1
2,7,37,1
2,12,88,1
2,19,74,1
3,14,61,1
4,15,64,1
3,13,61,1
4,6,77,1
3,12,61,1
3,14,82,1
2,19,61,1
3,11,61,1
1,17,79,1
3,10,61,1
4,4,85,1
3,9,61,1
3,8,61,1
3,1,41,1
3,7,61,1
3,14,26,1
3,6,61,1
3,4,61,0
3,17,38,0
3,3,61,1
3,2,61,0
4,17,61,1
2,14,88,1
4,14,35,2
1,20,69,1
1,12,35,1
4,15,61,1
4,14,61,1
4,12,61,1
2,14,57,0
4,10,61,1
4,9,61,1
3,7,93,0
3,1,73,0
4,8,61,1
1,20,94,1
4,14,30,2
4,6,61,1
4,5,61,1
4,2,67,0
4,11,82,1
2,16,42,0
4,3,61,0
3,18,67,1
4,2,61,0
4,1,61,0
1,20,60,0
1,18,60,1
2,4,68,1
4,2,45,0
1,6,30,1
1,16,60,1
1,15,60,1
1,13,60,1
1,12,60,1
1,8,24,1
1,11,60,1
2,14,62,1
4,10,62,1
3,14,40,1
2,19,87,0
2,3,84,1
1,16,94,1
1,5,94,1
1,6,60,1
3,4,64,0
2,9,96,1
1,4,60,1
2,17,88,1
2,5,56,1
4,20,75,1
2,6,12,0
2,8,28,1
1,14,22,1
1,3,60,1
1,2,60,1
1,16,99,1
1,5,11,1
2,20,60,1
3,5,87,0
2,17,60,1
2,15,60,1
2,13,60,1
2,11,60,1
1,5,71,1
1,6,7,1
1,16,87,1
2,6,44,1
1,14,54,0
2,8,60,1
1,14,38,1
2,8,44,1
1,3,44,1
2,6,60,1
4,17,76,1
1,3,68,0
3,16,26,1
2,4,60,1
4,2,27,0
4,11,42,2
1,6,84,1
2,3,60,0
2,1,60,1
2,4,26,1
3,16,60,1
2,19,75,1
3,14,60,1
4,15,65,1
3,13,60,1
4,6,76,1
3,12,60,1
1,17,72,1
3,10,60,0
4,4,74,1
3,9,60,1
3,8,60,1
3,1,40,1
3,7,60,1
3,14,27,0
3,6,60,1
3,4,60,1
3,17,89,1
3,3,60,1
3,2,60,0
4,17,60,1
1,12,36,0
4,15,60,1
4,14,60,1
4,12,60,1
2,14,56,1
4,10,60,1
4,9,60,1
3,7,92,1
3,1,72,1
4,8,60,1
3,15,95,0
4,7,60,1
4,5,60,1
4,2,66,0
4,11,83,1
2,16,43,1
4,3,60,0
3,18,64,1
4,2,60,0
4,1,60,0
1,18,59,1
2,4,65,1
1,6,19,1
4,2,38,1
1,16,59,1
1,15,59,1
1,13,59,1
1,12,59,0
1,8,31,1
1,11,59,1
2,18,95,1
1,9,59,1
3,14,45,1
2,19,90,1
4,14,95,1
3,12,76,1
1,5,91,1
1,16,83,1
1,6,59,1
3,4,79,1
2,9,99,1
1,4,59,1
2,5,59,1
4,20,72,1
2,8,31,1
1,14,19,1
2,6,49,1
1,3,59,1
1,2,59,0
1,5,54,1
2,20,59,1
3,11,63,1
3,5,88,1
2,17,59,1
2,15,59,1
2,13,59,1
2,11,59,1
1,5,70,0
1,16,86,1
2,6,45,1
1,14,55,1
2,8,59,1
1,3,49,1
2,8,41,0
1,14,41,0
2,6,59,0
4,11,33,2
4,2,28,1
1,6,73,0
3,12,51,1
4,6,71,1
2,3,59,1
2,1,59,0
2,2,60,0
4,19,35,2
3,19,59,1
2,4,29,0
3,16,59,1
2,19,68,1
3,14,59,1
4,15,66,1
3,13,59,1
4,6,79,1
3,12,59,0
3,14,80,1
2,19,63,1
3,11,59,1
3,10,59,0
4,4,79,1
3,9,59,1
3,8,59,1
3,1,23,0
3,7,59,1
3,14,28,1
3,6,59,0
3,4,59,1
3,17,36,0
3,3,59,1
3,2,59,1
4,17,59,1
2,14,86,1
4,14,37,2
1,20,67,1
1,12,37,0
4,15,59,1
4,12,59,1
2,14,59,1
4,10,59,1
4,9,59,1
4,5,59,1
2,8,37,1
1,3,37,0
2,6,39,1
1,14,61,1
3,9,47,0
4,4,59,0
4,2,69,0
4,11,72,1
2,16,32,0
4,3,59,0
3,18,69,1
4,2,59,0
4,1,59,0
1,18,58,1
2,4,66,1
1,6,16,1
4,2,39,1
1,16,58,1
1,15,58,0
3,9,40,0
4,4,62,0
1,3,32,1
2,6,40,0
2,8,56,1
1,14,58,1
1,13,58,1
1,12,58,1
2,18,94,0
1,9,58,1
1,7,58,1
4,14,94,1
3,12,77,1
1,5,68,1
1,16,80,1
1,6,58,1
3,4,78,1
2,9,98,1
1,4,58,1
2,5,58,1
4,20,73,0
2,6,14,0
1,14,20,1
2,8,30,0
1,3,58,0
1,2,58,1
1,16,97,1
1,5,53,1
2,20,58,1
3,11,60,1
3,5,89,1
2,17,58,1
2,15,58,1
2,13,58,1
1,1,42,1
1,10,86,1
3,8,74,1
1,5,61,0
2,12,58,1
2,11,58,1
1,5,69,0
1,16,81,1
2,6,42,1
1,14,56,1
2,8,58,1
2,8,42,0
1,14,40,1
1,3,46,1
2,6,58,1
4,11,32,2
4,2,29,1
1,6,78,1
3,12,50,1
4,6,70,1
2,3,58,0
2,1,58,0
2,2,61,1
4,19,34,2
3,19,58,1
2,4,28,0
3,16,58,1
4,7,91,1
3,15,58,1
4,15,67,1
3,13,58,1
4,6,78,1
3,12,58,1
3,14,83,1
2,19,60,0
3,11,58,1
3,10,58,1
4,4,76,1
3,9,58,1
3,8,58,1
3,1,22,0
3,7,58,1
3,14,29,1
3,6,58,1
3,4,58,0
3,17,39,1
3,3,58,0
3,2,58,0
4,17,58,1
2,14,85,1
4,14,36,2
1,20,64,1
1,12,38,1
4,15,58,1
4,12,58,1
2,14,58,0
4,10,58,1
4,9,58,1
4,5,58,1
2,6,36,1
2,8,36,0
1,3,36,1
1,14,62,1
3,9,44,1
4,4,58,0
4,2,68,0
4,11,73,1
2,16,33,0
4,3,58,0
3,18,90,1
4,11,11,2
4,2,58,0
4,1,58,0
1,18,57,1
2,4,71,1
4,2,32,1
1,6,29,1
1,16,57,1
1,15,57,1
3,9,43,0
4,4,63,1
1,3,33,0
2,6,43,0
2,8,57,1
1,14,57,1
1,13,57,1
1,12,57,1
1,7,57,1
3,14,47,1
2,19,88,0
4,6,98,1
4,14,93,1
3,12,78,1
1,16,93,1
1,5,89,1
1,6,57,1
3,4,77,1
1,4,57,1
2,17,83,1
2,5,61,1
4,20,70,1
1,14,17,0
2,8,17,0
2,6,51,1
1,3,57,1
1,2,57,0
3,5,90,1
2,17,57,1
2,15,57,1
2,13,57,1
1,1,43,1
1,10,87,1
3,8,73,1
1,5,60,1
2,12,57,1
2,11,57,1
3,20,82,0
2,8,23,1
1,14,43,1
1,3,51,0
2,6,57,1
4,11,39,2
4,2,30,2
1,6,75,1
3,12,49,0
4,6,65,1
2,3,57,0
4,19,62,1
3,19,62,1
2,2,57,1
2,1,57,1
2,2,58,1
4,19,33,2
3,19,57,1
2,4,31,1
3,16,57,1
2,19,70,1
3,14,57,1
4,15,68,1
3,13,57,1
4,6,73,1
3,12,57,1
1,17,75,1
3,10,57,1
4,4,73,1
3,9,57,1
3,8,57,1
3,1,21,0
3,7,57,1
3,14,30,1
3,6,57,1
3,4,57,1
3,17,34,1
3,3,57,1
3,2,57,0
3,18,34,1
2,11,80,1
4,17,57,1
2,14,84,1
4,14,39,2
1,20,65,0
1,12,39,0
4,15,57,1
2,3,75,1
4,12,57,1
2,14,53,1
4,10,57,1
4,9,57,1
3,15,92,0
4,7,57,1
4,5,57,1
1,3,35,1
2,8,39,1
2,6,41,1
1,14,59,1
3,9,41,1
4,4,57,1
4,2,71,1
4,11,78,1
2,16,46,0
4,3,57,0
3,18,71,1
4,2,57,0
4,1,57,0
1,18,56,1
2,4,64,1
1,6,18,1
4,2,33,2
1,16,56,1
1,15,56,1
3,9,42,0
4,4,60,0
1,13,56,1
4,15,56,1
1,12,56,1
1,7,56,1
4,6,99,1
4,14,92,1
3,12,79,1
1,5,90,1
1,16,82,1
1,6,56,1
3,4,76,1
1,4,56,1
2,5,60,0
4,20,71,1
1,14,18,1
2,8,16,1
2,6,48,1
1,3,56,1
1,2,56,1
3,11,62,1
2,17,56,1
2,15,56,1
2,13,56,1
1,3,83,1
4,17,65,1
3,18,26,0
2,11,56,1
3,20,83,1
1,3,48,1
2,8,40,0
1,14,42,0
2,6,56,1
4,11,38,2
4,2,31,2
1,6,72,1
3,12,48,0
4,6,64,1
2,3,56,0
4,19,63,1
3,19,63,1
2,2,56,0
2,1,56,1
2,2,59,0
4,19,32,2
3,19,56,1
2,4,30,0
3,16,56,1
4,7,37,2
3,15,56,1
2,19,71,1
3,14,56,1
4,15,69,1
3,13,56,1
4,6,72,1
3,12,56,1
3,14,81,1
2,19,62,1
3,11,56,1
3,10,56,1
4,4,78,1
3,9,56,1
3,8,56,1
3,1,20,0
3,7,56,1
3,14,31,1
3,6,56,1
3,4,56,0
3,17,37,0
3,3,56,1
3,2,56,0
4,17,56,1
4,14,38,2
1,20,70,1
2,3,74,1
4,12,56,0
2,14,52,0
4,10,56,1
4,9,56,1
3,15,91,1
4,7,56,1
1,20,93,0
4,14,27,2
4,6,56,1
4,5,56,1
1,3,34,1
2,8,38,1
2,6,38,0
1,14,60,1
3,9,46,0
4,4,56,0
4,2,70,0
4,11,79,1
2,16,47,0
4,3,56,0
3,18,68,1
4,2,56,0
4,1,56,0
1,20,55,0
1,18,55,1
2,4,77,1
4,2,42,1
1,16,55,1
1,15,55,1
3,9,21,1
4,4,61,0
1,13,55,1
1,12,55,1
2,18,35,0
1,9,55,1
1,7,55,1
1,5,87,1
1,16,71,1
1,6,55,1
2,19,38,0
3,14,89,1
1,1,16,1
1,10,80,1
3,8,76,1
2,20,56,1
1,5,55,1
3,4,75,1
1,4,55,1
2,17,81,1
2,5,63,1
4,20,68,1
2,8,19,0
1,14,47,1
2,6,53,1
1,3,55,1
1,2,55,1
2,20,55,1
2,17,55,1
2,15,55,1
2,13,55,1
4,17,80,1
2,11,55,1
2,8,21,1
1,14,45,1
1,3,53,0
2,6,55,1
2,1,55,0
3,13,48,1
4,18,58,1
3,20,55,1
3,19,99,1
3,3,42,1
3,17,55,1
2,4,17,1
3,16,55,1
4,6,75,1
3,12,55,1
3,10,55,1
4,4,83,1
3,9,55,1
3,8,55,1
3,1,35,1
3,7,55,1
3,14,32,1
3,6,55,1
3,4,55,0
3,2,55,0
4,8,63,1
3,7,91,1
3,1,55,1
3,18,44,0
2,11,82,1
4,17,55,1
1,12,41,1
4,15,55,1
2,3,73,1
4,12,55,1
1,6,91,1
4,11,55,1
4,9,55,1
1,8,50,1
4,16,48,2
1,11,86,1
3,7,83,1
3,1,79,1
4,8,55,1
4,5,55,1
4,11,68,1
2,16,36,1
4,3,55,0
3,18,73,1
1,5,98,1
1,6,96,1
4,2,55,0
4,1,55,0
1,20,54,0
1,18,54,1
2,4,78,1
4,2,43,1
1,16,54,1
1,15,54,1
1,13,54,1
1,12,54,1
2,18,34,0
1,9,54,1
4,12,32,2
2,3,82,1
3,14,38,0
3,6,49,1
2,19,81,1
1,5,80,1
1,16,68,1
1,6,54,1
2,19,39,0
3,14,88,1
1,1,17,1
1,10,81,1
3,8,67,1
3,4,74,1
1,4,54,0
2,17,82,1
2,5,62,1
4,20,69,1
1,14,16,1
2,8,18,1
2,6,50,1
1,3,54,0
1,2,54,0
2,20,54,1
2,17,54,1
2,15,54,1
2,13,54,1
4,17,83,1
2,11,54,1
2,8,22,1
1,14,44,1
1,3,50,1
2,6,54,0
2,1,54,0
3,13,47,1
4,18,61,0
3,20,54,1
3,19,96,0
3,3,45,0
3,17,54,1
2,4,16,1
3,16,54,1
2,19,65,1
3,14,54,1
4,6,74,1
3,12,54,1
4,19,95,0
3,19,31,1
3,3,86,1
3,10,54,1
4,4,80,1
3,9,54,1
3,8,54,1
3,1,34,0
3,7,54,1
3,14,33,1
3,6,54,1
3,4,54,0
3,2,54,0
4,8,62,1
3,7,90,1
3,1,54,1
3,18,45,1
2,11,81,1
4,17,54,1
1,12,42,1
4,15,54,1
2,3,72,1
4,12,54,1
1,6,88,1
4,11,54,1
2,14,54,0
4,10,54,1
4,9,54,1
4,16,55,1
1,8,51,1
1,11,87,1
3,7,82,1
3,1,78,1
4,8,54,1
4,5,54,1
4,11,69,1
2,16,37,1
4,3,54,0
3,18,78,1
1,6,99,1
1,5,99,1
4,2,54,1
4,1,54,0
1,20,53,1
1,18,53,1
2,4,83,1
1,6,97,1
1,5,97,0
4,2,52,0
1,16,53,1
1,15,53,1
1,13,53,0
1,12,53,1
2,18,93,0
1,9,53,1
1,5,85,1
1,16,65,1
1,6,53,0
3,8,66,1
3,4,73,1
1,4,53,1
2,17,87,1
4,20,66,1
1,2,53,1
1,5,12,1
2,20,53,0
2,17,53,0
2,15,53,0
2,13,53,0
1,3,94,0
4,17,82,1
2,11,53,1
2,1,53,1
3,13,50,1
4,18,56,1
3,20,53,1
2,2,62,1
4,19,37,2
3,19,53,1
3,19,93,1
3,3,40,0
3,17,53,1
2,4,19,0
3,16,53,1
4,6,69,1
3,12,53,0
3,11,53,1
3,10,53,1
4,4,93,0
3,9,53,1
3,8,53,1
3,1,33,1
3,7,53,1
3,14,34,0
3,6,53,1
3,4,53,0
3,2,53,0
4,8,57,1
3,7,89,1
3,1,53,1
4,2,90,0
3,18,46,1
2,11,84,1
4,17,53,1
1,12,43,0
4,15,53,1
2,3,79,1
4,12,53,1
4,9,53,1
3,7,85,1
3,1,65,0
4,8,53,1
4,5,53,1
3,9,29,0
4,4,53,0
4,11,74,1
2,16,34,1
4,3,53,0
3,18,75,1
1,5,96,1
1,16,52,1
4,2,53,0
4,1,53,0
1,20,52,0
1,18,52,0
2,4,76,1
1,15,52,0
1,13,52,0
1,12,52,1
2,18,92,0
1,9,52,1
1,5,86,1
1,16,70,1
1,6,52,1
2,19,37,0
3,14,90,1
3,8,65,1
3,4,72,1
1,4,52,0
2,17,80,1
4,20,67,1
2,8,20,0
1,14,46,1
2,6,52,0
1,3,52,1
1,2,52,1
2,20,52,1
2,17,52,0
2,15,52,0
2,13,52,1
1,3,95,1
4,17,85,1
2,11,52,1
4,10,99,1
1,8,28,1
1,11,56,1
2,10,52,1
2,1,52,0
3,13,49,1
4,18,59,1
3,20,52,1
2,2,63,0
4,19,36,2
3,19,52,1
3,19,98,0
3,3,43,1
3,17,52,1
2,4,18,1
3,16,52,1
4,6,68,1
3,12,52,1
3,10,52,1
4,4,82,1
3,9,52,1
3,8,52,1
3,1,32,1
3,7,52,1
3,14,35,0
3,6,52,1
3,4,52,0
3,2,52,0
4,8,56,1
3,7,88,1
3,1,52,0
3,18,47,1
2,11,83,0
4,17,52,1
1,12,44,1
4,15,52,1
4,13,52,1
2,3,78,1
4,12,52,1
4,9,52,1
3,7,84,1
3,1,64,1
4,8,52,1
4,5,52,1
4,11,75,1
2,16,35,0
4,3,52,0
3,18,72,1
4,1,52,0
1,20,51,0
1,18,51,0
2,4,73,1
1,6,27,0
4,2,46,0
1,16,51,1
1,15,51,1
1,13,51,1
1,12,51,0
1,8,23,1
1,11,51,1
2,18,39,0
1,9,51,1
3,6,50,1
3,14,37,0
2,19,82,0
2,3,81,1
1,16,91,1
1,5,83,1
1,6,51,1
1,1,44,1
1,10,84,1
3,8,72,1
2,12,56,1
1,5,51,1
1,4,51,1
2,17,85,1
4,20,64,1
1,2,51,1
1,5,14,1
2,20,51,1
3,11,55,1
2,17,51,1
2,15,51,0
2,13,51,1
1,3,92,0
4,17,84,1
2,11,51,1
4,20,80,1
2,5,51,1
2,1,51,0
2,2,52,1
4,19,43,2
3,19,51,1
3,19,95,0
3,3,22,1
3,17,51,1
2,4,21,1
3,16,51,1
2,19,92,0
3,14,51,1
4,3,6,2
2,16,53,1
4,19,53,1
4,18,57,1
3,13,51,0
3,14,72,1
2,19,55,1
3,11,51,1
3,10,51,1
4,4,87,1
3,9,51,1
3,8,51,1
3,1,47,0
3,7,51,1
3,14,36,0
2,19,83,1
3,6,51,1
3,4,51,1
3,2,51,0
4,8,59,1
3,7,71,1
3,1,51,0
2,16,55,1
3,13,53,1
4,19,51,1
4,17,51,1
1,12,45,0
4,15,51,1
4,18,74,1
4,14,51,1
4,13,51,1
2,3,77,1
4,12,51,1
4,9,51,1
3,7,95,0
3,1,75,1
4,8,51,1
4,5,51,1
3,9,23,1
4,4,51,0
4,11,64,1
2,16,56,1
4,3,51,0
3,18,77,1
4,2,51,0
4,1,51,0
1,20,50,1
1,18,50,0
2,4,74,1
1,6,24,0
4,2,47,0
1,16,50,1
1,15,50,0
3,9,16,1
4,4,54,0
1,13,50,0
1,12,50,1
1,8,22,1
1,11,50,0
1,18,94,1
2,18,38,0
1,9,50,1
2,3,86,1
3,14,42,0
2,19,85,0
1,5,92,1
1,16,88,1
1,6,50,1
1,1,45,1
1,10,85,1
3,8,79,1
1,5,50,0
1,4,50,0
2,17,86,1
4,20,65,1
1,2,50,1
1,5,13,0
2,20,50,0
3,11,52,1
2,17,50,1
2,15,50,1
2,13,50,1
1,3,93,0
4,17,87,1
2,11,50,1
2,1,50,1
2,2,53,0
4,19,42,2
3,19,50,1
4,13,29,2
2,11,64,1
3,18,50,1
3,19,92,1
3,3,41,1
3,17,50,0
2,4,20,1
3,16,50,0
4,19,52,1
4,3,5,2
2,16,50,0
3,10,50,0
1,10,93,1
1,1,21,1
3,5,50,1
2,4,35,1
3,20,63,1
3,13,40,1
4,18,50,1
1,12,46,0
4,15,50,1
4,10,87,1
1,11,76,1
1,8,8,1
2,14,50,0
4,10,50,1
3,9,20,1
4,4,50,1
4,11,65,1
2,16,57,1
4,3,50,0
3,18,66,1
4,2,50,0
4,12,33,2
2,3,83,1
3,14,39,1
3,6,48,1
2,19,80,0
1,5,81,1
1,16,69,1
1,6,49,0
1,1,46,1
1,10,82,1
3,8,78,1
1,5,49,0
1,2,49,1
1,5,8,1
2,20,49,0
3,11,41,0
4,19,57,1
4,3,10,2
2,16,49,1
4,16,38,2
4,10,53,1
2,14,49,0
1,3,90,1
4,17,86,1
2,11,49,1
3,20,90,1
1,5,76,1
1,16,40,1
2,5,99,0
4,20,32,2
3,16,23,1
2,4,49,1
4,19,38,2
3,19,54,1
2,2,49,1
2,1,49,1
4,13,32,2
2,11,77,1
3,18,49,1
2,4,23,1
3,16,49,0
4,19,55,1
4,3,4,2
2,16,51,1
4,19,94,0
3,19,30,0
3,3,87,1
3,10,49,1
1,10,90,1
1,1,22,1
3,5,49,1
2,4,34,1
3,20,50,1
3,13,43,1
4,18,49,1
1,11,73,1
4,10,82,1
1,8,13,1
2,14,45,1
4,10,49,1
4,11,70,1
2,16,38,1
4,3,49,1
2,3,80,1
1,16,90,1
1,5,82,1
1,6,48,1
1,1,47,0
1,10,83,1
3,8,77,1
2,20,57,0
1,5,48,1
1,2,48,0
3,11,54,1
4,19,54,1
4,3,11,2
2,16,48,1
4,16,37,2
4,10,52,1
2,14,48,0
1,3,91,1
4,17,89,1
2,11,48,1
4,17,64,1
1,3,80,1
4,20,31,2
3,16,22,0
2,4,48,1
4,19,39,2
3,19,55,1
2,2,48,1
2,1,48,0
4,13,31,2
2,11,78,1
3,18,48,1
2,4,22,1
