Down,Distance,Yardline,EPA
1,20,99,-1.26982
1,19,99,-0.980415
1,18,99,-1.2274
1,17,99,-0.799732
1,15,99,-0.721504
1,13,99,-0.420472
1,12,99,-0.551882
1,10,99,-0.482079
1,9,99,-0.169656
1,7,99,0.0512485
1,4,99,0.674435
1,3,99,0.948237
1,2,99,1.86043
1,1,99,1.83279
2,20,99,-1.15092
2,18,99,-1.63233
2,17,99,-1.06447
2,16,99,-1.46675
2,15,99,-1.4178
2,13,99,-0.576621
2,10,99,-0.829894
2,8,99,-0.624334
2,7,99,-0.543701
2,4,99,1.03199
2,3,99,0.613017
2,2,99,1.67819
2,1,99,2.15312
3,20,99,-1.58082
3,16,99,-1.69889
3,15,99,-1.85708
3,13,99,-1.24574
3,11,99,-1.1781
3,10,99,-1.25737
3,9,99,-1.23459
3,8,99,-1.59514
3,5,99,-0.872155
3,4,99,-0.199825
3,2,99,0.906221
3,1,99,1.47512
4,17,99,-2.87872
4,16,99,-3.26329
4,15,99,-3.81304
4,14,99,-2.76612
4,13,99,-2.97017
4,12,99,-2.87188
4,9,99,-3.82497
4,8,99,-3.10742
4,7,99,-3.15294
4,5,99,-3.09813
4,3,99,-2.12047
4,1,99,-0.67067
1,20,98,-1.21665
1,19,98,-0.804063
1,18,98,-0.728229
1,17,98,-0.776317
1,15,98,-0.647185
1,13,98,-0.529108
1,12,98,-0.674718
1,10,98,-0.41842
1,9,98,-0.0865389
1,7,98,0.149877
1,4,98,1.02203
1,3,98,1.28215
1,2,98,1.414
1,1,98,2.0196
2,20,98,-1.16325
2,18,98,-1.12225
2,17,98,-0.945873
2,16,98,-1.33003
2,15,98,-1.17915
2,13,98,-0.681019
2,10,98,-0.496903
2,7,98,-0.474866
2,4,98,1.16255
2,3,98,0.81209
2,2,98,1.45162
2,1,98,2.20163
3,20,98,-1.50038
3,16,98,-1.51453
3,15,98,-1.90446
3,13,98,-1.24733
3,11,98,-1.2928
3,10,98,-1.37301
3,9,98,-1.15917
3,8,98,-1.24325
3,5,98,-0.582273
3,4,98,0.64516
3,2,98,1.08548
3,1,98,1.79301
4,17,98,-2.87536
4,16,98,-3.13155
4,15,98,-3.31968
4,14,98,-2.84695
4,13,98,-2.91271
4,12,98,-3.06524
4,9,98,-3.3012
4,8,98,-2.67442
4,7,98,-2.88824
4,5,98,-1.93566
4,3,98,-1.54027
4,1,98,0.502822
1,20,97,-0.853069
1,19,97,-0.340686
1,18,97,-1.02224
1,17,97,-0.687965
1,15,97,-0.596093
1,13,97,-0.397164
1,12,97,-0.50741
1,7,97,0.19515
1,4,97,1.13951
1,3,97,1.48425
1,2,97,1.71519
1,10,97,-0.29435
1,1,97,2.48902
2,20,97,-1.02811
2,18,97,-1.09434
2,17,97,-0.854796
2,16,97,-1.09551
2,15,97,-1.17436
2,13,97,-0.343566
2,12,97,-0.944416
2,10,97,-0.478938
2,6,99,-0.406317
1,14,97,-0.636282
2,8,97,-0.531083
2,7,97,-0.243235
1,14,99,-0.41604
2,6,97,-0.0247611
2,4,97,1.17356
2,3,97,1.1006
2,2,97,1.3889
2,1,97,2.24055
