Down,Distance,Yardline,EPA
1,20,99,-0.384871
1,19,99,-0.479949
1,18,99,-0.499602
1,17,99,-0.311627
1,15,99,-0.0159147
1,13,99,-0.435369
1,12,99,-0.0157706
1,10,99,-0.141665
1,9,99,0.422781
1,7,99,0.555729
1,4,99,0.162773
1,3,99,0.00461405
1,2,99,0.274701
1,1,99,0.608429
2,20,99,-0.674152
2,18,99,-0.919557
2,17,99,-0.857896
2,16,99,-0.681233
2,15,99,-0.603605
2,13,99,-0.932156
2,10,99,-0.577334
2,8,99,-0.452271
2,7,99,0.0555308
2,4,99,0.367206
2,3,99,0.0868981
2,2,99,0.0845892
2,1,99,0.203878
3,20,99,-1.23117
3,16,99,-1.50774
3,15,99,-1.2662
3,13,99,-1.24402
3,11,99,-1.00322
3,10,99,-1.19641
3,9,99,-0.954355
3,8,99,-1.08363
3,5,99,-0.230773
3,4,99,0.0805086
3,2,99,0.141125
3,1,99,0.196783
4,17,99,-2.63706
4,16,99,-2.73886
4,15,99,-2.72554
4,14,99,-2.58636
4,13,99,-2.56319
4,12,99,-2.67466
4,9,99,-2.06001
4,8,99,-2.18535
4,7,99,-1.8955
4,5,99,-1.62976
4,3,99,-0.967019
4,1,99,-0.59133
1,20,98,-0.379094
1,19,98,-0.136124
1,18,98,-0.207963
1,17,98,0.0392393
1,15,98,-0.0992413
1,13,98,0.0801312
1,12,98,0.133674
1,10,98,0.541722
1,9,98,0.264842
1,7,98,0.302323
1,4,98,0.365068
1,3,98,0.166597
1,2,98,0.35247
1,1,98,0.539201
2,20,98,-0.679904
2,18,98,-0.72526
2,17,98,-0.71401
2,16,98,-0.485487
2,15,98,-0.553311
2,13,98,-0.491435
2,10,98,-0.121513
2,7,98,0.224937
2,4,98,0.632474
2,3,98,0.10542
2,2,98,0.529885
2,1,98,0.269352
3,20,98,-1.29742
3,16,98,-1.13857
3,15,98,-1.17374
3,13,98,-0.987728
3,11,98,-1.37146
3,10,98,-0.92086
3,9,98,-0.753892
3,8,98,-0.688735
3,5,98,-0.0991152
3,4,98,0.154315
3,2,98,0.196933
3,1,98,0.285366
4,17,98,-2.66101
4,16,98,-2.60349
4,15,98,-2.68261
4,14,98,-2.66692
4,13,98,-2.57134
4,12,98,-2.38976
4,9,98,-2.37912
4,8,98,-2.229
4,7,98,-2.11364
4,5,98,-1.84288
4,3,98,-1.13791
4,1,98,-0.129926
1,20,97,-0.193379
1,19,97,0.144312
1,18,97,0.125208
1,17,97,0.0417303
1,15,97,0.293163
1,13,97,0.248655
1,12,97,0.194639
1,7,97,0.546633
1,4,97,0.598342
1,3,97,0.701217
1,2,97,0.609508
1,10,97,0.410178
1,1,97,0.743331
2,20,97,-0.458181
2,18,97,-0.57687
2,17,97,-0.325425
2,16,97,-0.644756
2,15,97,-0.0824969
2,13,97,-0.148939
2,12,97,-0.231352
2,10,97,0.0888257
2,6,99,0.248742
1,14,97,0.334027
2,8,97,0.216711
2,7,97,0.218656
1,14,99,-0.294881
2,6,97,0.408345
2,4,97,0.716148
2,3,97,0.396329
2,2,97,0.437866
2,1,97,0.657439
3,20,97,-1.04462
3,16,97,-0.931602
3,15,97,-0.542126
3,13,97,-0.903004
3,11,97,-0.77275
3,10,97,-0.836635
3,9,97,-0.605444
3,8,97,-0.619471
3,5,97,0.0217061
3,4,97,0.301884
3,2,97,0.411813
3,1,97,0.159842
4,17,97,-2.63015
4,16,97,-2.52379
4,15,97,-2.43042
4,13,97,-2.44165
4,12,97,-2.35524
4,9,97,-2.22302
4,8,97,-1.91892
4,7,97,-1.71766
4,5,97,-1.40272
4,1,97,-0.179066
1,20,96,-0.0635413
1,19,96,0.0156718
1,18,96,0.206113
1,17,96,0.149071
1,15,96,0.286124
2,8,98,0.0319433
2,6,98,0.158284
1,14,96,0.264013
1,13,96,0.348362
1,12,96,0.363835
1,9,96,0.573839
1,7,96,0.82919
1,4,96,0.736249
1,3,96,0.763625
1,2,96,0.71821
1,10,96,0.535317
1,1,96,0.510104
2,20,96,-0.458024
2,18,96,-0.364571
2,17,96,-0.464186
2,16,96,-0.419332
2,15,96,-0.225878
2,13,96,-0.115276
2,12,96,0.036332
2,10,96,-0.0446333
2,7,96,0.379866
1,14,98,0.28574
2,8,96,0.334167
2,6,96,0.466824
2,4,96,0.766251
2,3,96,0.410241
2,2,96,0.637101
2,1,96,0.659701
3,20,96,-1.01565
3,16,96,-0.875319
3,13,96,-0.893814
3,11,96,-0.809909
3,10,96,-0.662924
3,9,96,-0.46257
3,8,96,-0.544513
3,5,96,-0.0783697
3,4,96,0.411548
3,2,96,0.42201
3,1,96,0.614769
4,17,96,-2.53559
4,16,96,-2.46817
4,15,96,-2.69333
4,13,96,-2.39201
4,12,96,-2.37487
4,9,96,-2.42342
4,8,96,-1.9298
4,7,96,-1.71519
4,5,96,-1.5029
4,1,96,-0.156814
1,19,95,-0.0669854
1,17,95,0.0327958
1,15,95,0.447959
1,13,95,0.416472
1,7,95,0.836368
1,4,95,0.69679
1,2,95,0.624392
1,1,95,0.653239
2,20,95,-0.265219
2,17,95,-0.345219
2,16,95,-0.314439
2,15,95,-0.0630405
2,14,95,-0.171752
2,13,95,0.00110942
2,10,95,0.113592
2,9,95,0.186359
2,7,95,0.498351
2,4,95,0.687604
2,2,95,0.679977
2,1,95,0.715057
3,20,95,-1.01689
3,18,95,-0.710264
3,16,95,-0.868145
3,13,95,-1.03331
3,11,95,-0.711194
3,10,95,-0.560756
3,9,95,-0.804753
