Down,Distance,Yardline,EPA
2,16,84,0.148397
1,4,74,1.44044
1,14,87,0.854806
2,8,91,0.640552
2,6,77,0.962739
1,1,74,1.30833
2,4,77,1.21003
2,7,80,0.995548
2,2,75,1.34679
3,22,91,0
3,29,83,0
3,22,92,0
3,29,84,0
1,7,91,0.946719
3,27,82,0
3,25,84,0
3,20,82,-0.152864
3,16,81,-0.408761
3,10,78,0.180403
3,20,89,-0.682625
3,16,85,-0.5118
3,13,83,-0.102172
3,10,81,0.363624
3,5,77,0.563112
3,4,76,0.829309
2,1,74,1.33695
3,11,84,-0.108552
3,2,75,1.05696
3,8,81,0.378024
3,4,77,0.926756
4,24,86,0
4,24,88,0
4,21,85,0
4,18,83,-0.905779
4,18,84,-0.817012
1,3,92,0.783911
4,17,84,-0.995792
4,13,84,-0.85145
4,13,85,-1.02848
4,3,76,0.182032
4,11,90,-1.0905
4,2,75,-0.0528711
4,5,78,-0.634029
4,1,74,0.671889
2,27,80,0
1,19,73,0.925993
1,17,73,1.1117
2,1,97,0.657439
2,25,91,0
2,22,78,0
2,24,81,0
1,15,73,0.908572
1,13,73,1.50871
4,15,87,-0.982819
1,12,73,1.15565
2,20,83,0.137623
2,15,78,0.574201
2,17,80,0.360149
3,30,88,0
1,9,73,1.41075
2,13,81,0.458458
2,9,77,0.816398
2,15,83,0.213013
1,4,73,1.35975
2,14,83,0.619147
4,3,97,-0.885679
2,16,86,-0.0407471
2,4,75,1.25979
1,1,73,1.55644
2,4,76,1.21859
2,2,74,1.24547
3,22,90,0
3,29,82,0
1,7,92,0.847358
3,27,81,0
3,25,83,0
3,29,90,0
3,22,82,0
3,20,81,-0.357462
3,20,85,-0.46556
4,14,94,-1.37074
3,12,77,-0.0184409
3,16,83,-0.451726
4,6,99,-1.48338
4,14,92,-1.0751
3,12,79,0.0388384
3,20,88,-0.530437
4,4,88,-0.290292
3,9,78,0.415831
3,10,80,-0.0136535
2,2,73,1.34055
3,6,77,0.589955
3,4,75,0.989071
2,1,73,1.47319
3,17,84,-0.45255
3,3,75,0.923394
3,8,80,0.142064
3,2,74,1.02156
4,24,80,0
4,9,95,-1.37231
4,26,84,0
1,3,93,0.846771
4,17,87,-0.992307
4,28,88,0
4,24,87,0
4,18,82,-0.944804
4,16,82,-0.911078
4,16,84,-0.869906
1,12,77,1.08975
4,15,83,-0.953581
4,12,82,-1.05343
4,8,79,-0.894359
4,12,83,-0.956185
4,5,77,-0.690559
4,3,75,-0.0128036
4,11,91,-1.00387
4,2,74,0.274163
4,1,73,0.625102
1,19,72,1.14149
1,17,72,1.10775
2,27,82,0
2,24,80,0
1,15,72,1.12492
2,27,85,0
2,23,81,0
1,13,72,1.21193
2,23,82,0
2,20,81,0.207423
2,15,76,0.616906
2,14,76,0.617195
3,30,89,0
1,9,72,1.52075
2,17,81,0.238708
2,13,78,0.620274
2,15,80,0.417316
2,15,81,0.395102
2,16,82,0.117674
1,4,72,1.50645
2,4,73,1.14666
2,8,92,0.406287
1,14,86,0.823489
2,6,76,1.01117
2,10,80,0.55699
1,1,72,1.5171
2,7,78,0.930518
3,28,81,0
3,25,81,0
3,25,82,0
3,24,82,0
3,29,89,0
3,22,81,0
3,29,92,0
3,22,84,0
3,20,84,-0.398473
4,6,98,-1.36201
4,14,93,-1.38207
3,12,78,0.00517709
3,20,87,-0.618379
3,13,81,-0.000923036
3,10,79,-0.0873551
3,11,80,-0.0705863
3,6,76,0.617837
2,1,72,1.37501
3,2,73,1.01162
3,8,79,0.0840677
3,5,76,0.494633
3,17,87,-0.674951
3,3,74,0.92947
3,11,82,0.0816904
4,24,85,0
4,16,83,-0.74393
4,12,81,-0.927918
4,13,83,-0.894349
4,2,76,0.0735725
4,11,81,-0.906598
4,8,78,-0.753749
4,5,75,-0.504706
4,5,76,-0.4365
4,26,91,0
4,9,80,-0.82734
4,11,84,-0.740461
4,2,73,0.341039
4,3,74,0.00520014
2,30,96,0
4,1,72,0.405677
1,19,71,0.993669
1,17,71,1.03236
1,15,71,1.16785
1,13,71,1.25699
4,15,89,-1.10115
1,12,71,1.4114
2,19,79,0.184348
2,14,80,0.517886
2,13,79,0.524474
1,4,71,1.46318
2,14,81,0.506945
2,16,83,0.213807
2,7,74,1.1002
2,14,82,0.472697
1,2,71,1.48305
1,1,71,1.5595
2,2,72,1.41793
2,4,74,1.12951
2,7,77,0.827285
3,22,88,0
3,29,80,0
1,7,94,0.813556
3,27,79,0
3,28,80,0
3,26,78,0
3,22,89,0
3,29,81,0
3,26,79,0
3,26,80,0
3,26,82,0
3,29,88,0
3,22,80,0
3,16,78,-0.222042
3,16,80,-0.218755
3,29,95,0
3,22,87,0
3,16,82,-0.471821
3,18,84,-0.476121
3,13,80,0.0836637
3,11,79,0.121685
3,5,74,0.694026
2,1,71,1.4401
3,4,74,0.764496
3,11,81,0.207656
3,17,82,-0.335589
3,3,73,0.855405
3,5,75,0.518201
3,8,78,0.0751653
3,2,72,1.00273
4,18,78,-0.711045
4,21,82,0
4,18,80,-0.841101
4,16,81,-0.940285
1,12,79,1.07461
4,15,81,-0.834852
1,12,78,0.882785
4,15,82,-1.0216
4,13,81,-0.900291
