Down,Distance,Yardline,EP
1,20,99,-0.92922
1,19,99,-1.00565
1,18,99,-0.878184
1,17,99,-0.697113
1,15,99,-0.609205
1,13,99,-0.40969
1,12,99,-0.328493
1,10,99,-0.206247
1,9,99,0.111862
1,7,99,-0.149403
1,4,99,0.425016
1,3,99,-0.101605
1,2,99,0.0705559
1,1,99,-0.347993
2,20,99,-1.6873
2,18,99,-1.71025
2,17,99,-1.69322
2,16,99,-1.48426
2,15,99,-1.60656
2,13,99,-1.20856
2,10,99,-1.0443
2,8,99,-0.582674
2,7,99,-0.0485228
2,4,99,0.0880479
2,3,99,-0.500519
2,2,99,0.0259096
2,1,99,0.0656615
3,20,99,-2.46128
3,16,99,-2.26261
3,15,99,-2.28236
3,13,99,-2.49178
3,11,99,-2.42888
3,10,99,-2.27255
3,9,99,-2.26466
3,8,99,-2.06401
3,5,99,-1.02903
3,4,99,-0.349693
3,2,99,-0.263697
3,1,99,-0.0738121
4,17,99,-4.99322
4,16,99,-5.44432
4,15,99,-4.77211
4,14,99,-4.96381
4,13,99,-5.20689
4,12,99,-4.45033
4,9,99,-4.66441
4,8,99,-3.96719
4,7,99,-4.63237
4,5,99,-3.84951
4,3,99,-2.62216
4,1,99,-0.863487
1,20,98,-1.14793
1,19,98,-0.608481
1,18,98,-0.843103
1,17,98,-0.570712
1,15,98,-0.13678
1,13,98,-0.232093
1,12,98,0.0536405
1,10,98,0.224836
1,9,98,0.208305
1,7,98,0.0610429
1,4,98,0.291394
1,3,98,0.116431
1,2,98,0.252432
1,1,98,0.500846
2,20,98,-1.53271
2,18,98,-1.52973
2,17,98,-1.48052
2,16,98,-1.25428
2,15,98,-0.858076
2,13,98,-1.04293
2,10,98,-0.757323
2,7,98,-0.268865
2,4,98,0.61541
2,3,98,-0.187972
2,2,98,0.222354
2,1,98,0.275207
3,20,98,-2.50658
3,16,98,-2.4037
3,15,98,-2.09913
3,13,98,-2.18101
3,11,98,-2.26089
3,10,98,-1.92169
3,9,98,-1.76653
3,8,98,-1.71192
3,5,98,-0.823769
3,4,98,-0.253754
3,2,98,0.0295488
3,1,98,0.209976
4,17,98,-4.99105
4,16,98,-5.02616
4,15,98,-5.11919
