Down,Distance,Yardline,EP
1,20,99,-0.27625
1,19,99,0.0900068
1,15,99,0.0767714
1,13,99,0.797999
1,10,99,0.610851
1,7,99,0.572097
1,4,99,0.796748
1,3,99,0.548219
1,2,99,0.635769
1,1,99,0.66231
1,20,98,-0.0757976
1,19,98,0.241675
1,17,98,0.351971
1,15,98,0.122129
1,13,98,0.372346
1,10,98,0.564374
1,7,98,0.664227
1,4,98,0.860475
1,3,98,0.824729
1,2,98,0.919299
1,1,98,0.954857
2,2,99,0.459776
3,2,99,0.227649
4,3,99,-1.42638
3,1,98,0.452213
1,20,97,-0.0938009
1,19,97,0.383616
1,17,97,0.100237
1,15,97,0.423302
1,13,97,0.401462
1,7,97,0.791438
1,4,97,1.07428
1,3,97,0.878125
1,2,97,0.930723
1,10,97,0.676869
1,1,97,0.601047
2,3,99,0.317029
2,2,98,0.65622
3,2,98,0.463066
4,7,99,-1.55671
4,5,99,-1.55468
3,2,97,0.469477
4,3,98,-1.25087
3,1,97,0.590835
4,1,97,0.246381
1,20,96,0.14362
1,19,96,0.0534055
1,17,96,0.368522
1,15,96,0.675183
1,13,96,0.700618
1,7,96,0.824402
2,6,98,0.377856
1,14,96,0.719349
2,8,98,0.323595
1,3,96,0.963469
1,2,96,0.977507
2,3,97,0.592665
2,4,98,0.919148
1,10,96,0.764564
1,1,96,1.01769
2,2,97,0.756663
2,3,98,0.441954
2,4,99,0.745462
2,2,96,0.932253
3,4,99,0.0132461
3,2,96,0.680527
3,1,96,0.619225
1,19,95,0.267063
1,17,95,0.581614
2,20,99,-0.653094
1,15,95,0.758864
1,13,95,0.528556
2,10,99,-0.0580102
1,4,95,1.1649
2,4,97,0.972675
1,1,95,1.00565
3,16,99,-1.14042
3,15,99,-0.993759
2,2,95,0.861269
3,4,97,0.330645
3,5,98,0.0728292
3,4,98,0.248623
3,5,99,-0.238042
4,7,97,-1.73788
4,5,97,-1.66285
3,2,95,0.81506
4,1,95,-0.115263
1,19,94,0.296517
1,17,94,0.557973
1,15,94,0.814469
1,13,94,0.741275
2,12,96,0.0142172
1,4,94,1.39555
2,8,99,0.302343
1,1,94,0.962894
2,3,96,0.678312
3,8,99,-0.499121
3,4,96,0.231746
2,1,94,0.884162
4,2,95,-0.21995
4,5,98,-1.53593
4,1,94,0.234925
1,19,93,0.386273
1,17,93,0.730958
2,20,96,-0.239398
1,15,93,0.731462
2,17,99,-0.174103
2,13,98,-0.0726769
2,9,94,0.608756
2,10,98,0.136013
1,4,93,1.20075
1,14,97,0.488891
2,6,99,0.307643
2,8,97,0.449949
2,7,98,0.51931
2,4,95,1.25683
1,1,93,1.13467
2,4,96,0.885442
2,7,99,0.263324
2,2,94,0.977297
3,20,99,-1.08008
3,13,99,-0.458046
3,1,94,0.802746
3,7,98,-0.562869
3,4,95,0.521962
3,5,97,0.137563
3,2,94,0.708537
3,1,95,0.814585
3,7,99,-0.562109
4,16,99,-1.39442
4,13,99,-1.18658
3,2,93,0.85917
4,8,99,-1.39387
4,7,98,-1.86484
4,3,95,-1.30374
4,1,93,0.0913924
1,19,92,0.490762
2,24,98,0
1,17,92,0.654266
2,24,99,0
2,23,99,0
1,15,92,0.635402
2,13,96,0.367057
2,12,97,0.0415184
2,9,95,0.680435
1,4,92,1.35352
