Down,Distance,Yardline,EP
1,20,99,-1.22718
1,19,99,-0.363424
1,18,99,-0.485975
1,17,99,-0.704709
1,15,99,-0.6587
1,13,99,-0.146443
1,12,99,-0.0182138
1,10,99,0.254565
1,9,99,0.143824
1,7,99,-0.66565
1,4,99,0.25909
1,3,99,0.477346
1,2,99,-0.0840135
1,1,99,0.423808
2,20,99,-1.17954
2,18,99,-1.5541
2,17,99,-0.980397
2,16,99,-1.81988
2,15,99,-1.90193
2,13,99,-0.921349
2,10,99,-0.33604
2,8,99,-0.187304
2,7,99,-0.432268
2,4,99,0.616386
2,3,99,-0.198287
2,2,99,0.0740937
2,1,99,0.00271311
3,20,99,-2.79097
3,16,99,-2.41145
3,15,99,-2.96386
3,13,99,-1.767
3,11,99,-1.93895
3,10,99,-1.49567
3,9,99,-1.4586
3,8,99,-1.50737
3,5,99,-1.18918
3,4,99,-0.611283
3,2,99,-0.654705
3,1,99,-0.097155
4,17,99,-4.50362
4,16,99,-4.22407
4,15,99,-4.83073
4,14,99,-3.44494
4,13,99,-4.03898
4,12,99,-3.53077
4,9,99,-3.5468
4,8,99,-2.82304
4,7,99,-3.99136
4,5,99,-2.92599
4,3,99,-2.4865
4,1,99,-1.41105
1,20,98,-1.20127
1,19,98,-0.93775
1,18,98,-0.346266
1,17,98,-0.601735
1,15,98,-0.430562
1,13,98,-0.140033
1,12,98,-0.408528
1,10,98,0.033728
1,9,98,-0.0672209
1,7,98,-0.0755982
1,4,98,0.258159
1,3,98,0.300391
1,2,98,0.146589
1,1,98,0.557013
2,20,98,-1.10139
2,18,98,-1.63206
2,17,98,-1.09871
2,16,98,-2.01583
2,15,98,-1.19805
2,13,98,-0.712686
2,10,98,-0.23726
2,7,98,0.166552
2,4,98,0.644432
2,3,98,0.225431
2,2,98,-0.239175
2,1,98,0.527644
3,20,98,-2.4562
3,16,98,-2.20206
3,15,98,-2.41952
3,13,98,-1.86943
3,11,98,-1.85825
3,10,98,-1.76004
3,9,98,-1.89622
3,8,98,-1.30821
3,5,98,-1.32555
3,4,98,-0.766481
3,2,98,-0.11826
3,1,98,-0.0449053
4,17,98,-4.10773
4,16,98,-4.56155
4,15,98,-4.54665
4,14,98,-3.49536
4,13,98,-3.14163
4,12,98,-4.31535
4,9,98,-3.88665
4,8,98,-3.75587
4,7,98,-3.43526
4,5,98,-3.14267
4,3,98,-2.63174
4,1,98,-1.78274
1,20,97,-0.862913
1,19,97,-0.33734
1,18,97,-0.0468972
1,17,97,0.184624
1,15,97,-0.0396762
1,13,97,0.0711028
1,12,97,0.0900283
1,7,97,0.343839
1,4,97,0.376345
1,3,97,0.559107
1,2,97,0.41362
1,10,97,0.285244
1,1,97,0.403298
2,20,97,-1.09698
2,18,97,-1.50247
2,17,97,-0.998542
2,16,97,-1.52355
2,15,97,-1.4853
2,13,97,-0.471532
2,12,97,-0.752831
2,10,97,-0.194126
2,6,99,-0.133912
1,14,97,-0.561483
2,8,97,-0.113324
2,7,97,-0.0378051
1,14,99,0.331016
2,6,97,-0.243508
2,4,97,0.76383
2,3,97,0.296404
2,2,97,0.14462
2,1,97,0.414295
