Down,Distance,Yardline,play_type,Optimal Choice,EP
1,16,68,pass,1,1.5756075319368392
1,16,69,pass,1,-1.0644043709617108
1,16,70,pass,1,-0.6184382839128375
1,16,71,pass,1,-0.17405662080273032
1,16,72,run,0,-0.3829015698283911
1,16,73,pass,1,0.4134503370150924
1,16,81,pass,1,-0.003912391606718302
1,16,83,run,0,-0.03724094573408365
1,16,91,pass,1,-0.6454548137262464
1,16,92,run,0,-0.2530976828420535
1,16,93,pass,1,0.7562962252413854
1,16,94,run,0,-0.4317357506370172
1,17,17,pass,1,0.08611000194012006
1,17,18,pass,1,0.47778022015700117
1,17,20,pass,1,-0.49277364916633815
1,17,22,pass,1,-0.48895156040089205
1,17,27,pass,1,0.42645732033997774
1,17,28,pass,1,-0.504910278483294
1,17,30,pass,1,0.9281234024674632
1,17,34,run,0,-0.22518051968654618
1,17,35,pass,1,0.6474612960591912
1,17,38,pass,1,-0.7884420808404684
1,17,41,pass,1,0.11608397238887846
1,17,43,run,0,-0.6848363896424416
1,17,45,pass,1,-0.5916876508272253
1,17,48,pass,1,0.34015892865136266
1,17,49,pass,1,-0.04062872123904526
1,17,50,run,0,-0.5147817158140242
1,17,53,run,0,0.10116143216146156
1,17,55,pass,1,0.4298317918437533
1,17,56,pass,1,0.09498492977581918
1,17,57,pass,1,1.5192594205145724
1,17,58,pass,1,0.7177132877404802
1,17,59,pass,1,0.2436297131353058
1,17,60,pass,1,0.14679330866783857
1,17,63,run,0,0.9807967653032392
1,17,65,run,0,-0.01246396848000586
1,17,66,run,0,0.8089545862749219
1,17,69,run,0,0.08721410157158971
1,17,70,run,0,-0.021496089873835444
1,17,71,run,0,1.5213315896689892
1,17,72,pass,1,-0.6272510574199259
1,17,74,run,0,0.7547105115372688
1,17,75,pass,1,-0.5499627839308232
1,17,80,run,0,-0.504226207267493
1,17,82,pass,1,-0.5979998758994043
1,17,84,pass,1,-0.6439462974667549
1,17,88,pass,1,-0.18115050485357642
1,17,89,run,0,-0.46920261275954545
1,17,92,pass,1,0.3131876895495225
1,17,93,pass,1,2.2076352308504283
1,18,18,pass,1,0.5256808802466064
1,18,26,pass,1,-0.5059794008266181
1,18,27,run,0,0.06810682057403028
1,18,29,run,0,-0.1041954939137213
1,18,31,pass,1,-0.19995010673301294
1,18,33,pass,1,-0.16296762821730226
1,18,35,pass,1,0.49031051562633365
1,18,36,run,0,0.5581974049564451
1,18,38,pass,1,-0.2157251718454063
1,18,41,pass,1,0.6084298679488711
1,18,42,run,0,-0.42841298144776374
1,18,45,pass,1,0.4446286696474999
1,18,48,pass,1,-0.2409303906218459
1,18,49,pass,1,-4.845800893614069
1,18,50,pass,1,-0.7341150813736022
1,18,55,pass,1,1.909221010399051
1,18,56,run,0,-0.5898304535076022
1,18,60,pass,1,-0.22325972572434694
1,18,61,pass,1,0.19902714644558728
1,18,62,pass,1,0.3436486467253417
1,18,63,pass,1,-0.2118457671410094
1,18,64,run,0,1.8741227767895907
1,18,65,pass,1,0.8448545131832361
1,18,67,pass,1,0.21614882186986506
1,18,69,pass,1,0.5152161759324372
1,18,70,pass,1,0.09712294198106974
1,18,71,pass,1,-0.5240698542911559
1,18,72,run,0,-0.05379660660400987
1,18,75,pass,1,-0.45698835817165673
1,18,77,pass,1,1.1419395920820534
1,18,79,pass,1,-0.22086789784952998
1,18,80,pass,1,0.7070501528214663
1,18,81,run,0,-0.6402609783690423
1,18,83,pass,1,0.3141448002877748
1,18,84,run,0,-0.4952145325951278
1,18,85,run,0,-0.648971363902092
1,18,87,pass,1,0.3055329970084131
1,18,88,pass,1,-4.7240767162293196e-4
1,18,90,run,0,-0.07058492401847616
1,18,91,pass,1,0.042102630468434654
1,18,92,run,0,-0.022813022136688232
1,18,93,run,0,1.5602390761487186
1,19,19,pass,1,-0.2544078972229423
1,19,22,run,0,-0.5243417012970895
1,19,23,pass,1,-0.44842475675977767
1,19,34,run,0,-0.05794575216714293
1,19,35,pass,1,-0.5827562850899994
1,19,37,pass,1,-0.6414676285348833
1,19,42,pass,1,0.14704556670039892
1,19,43,pass,1,-0.6010568964993581
1,19,47,run,0,-0.47091513010673225
1,19,49,pass,1,0.5481734014174435
1,19,50,pass,1,-0.3411063109524548
1,19,51,run,0,-0.7985771261155605
1,19,53,pass,1,-0.6483254951890558
1,19,57,run,0,-0.2386541103478521
1,19,60,pass,1,-0.5286602675914764
1,19,61,pass,1,1.544216025620699
1,19,63,pass,1,1.8243727863300592
1,19,68,pass,1,-2.3696975573354093
1,19,69,pass,1,0.4693994380068034
1,19,71,run,0,-0.331251306226477
1,19,72,pass,1,-0.06753699574619532
1,19,73,pass,1,1.7565060295164585
1,19,75,run,0,0.6863978509791195
1,19,83,run,0,-1.0176469879224896
1,19,84,pass,1,-0.21917611379176377
1,19,87,pass,1,-0.6117971162311733
1,19,88,run,0,0.8261649431660771
1,19,89,pass,1,1.9242955213412642
1,19,90,run,0,-0.39441684540361166
1,19,91,run,0,0.24748483907508972
1,20,20,pass,1,0.09140259579289708
1,20,21,run,0,1.0142314761760645
1,20,22,pass,1,0.1738112355879922
1,20,23,pass,1,0.22276872763904976
1,20,24,field_goal,2,0.6333082189601642
1,20,25,run,0,0.6650729578104801
1,20,26,run,0,0.48101886684889905
1,20,27,run,0,0.16864141274709255
1,20,28,run,0,-0.2460112600820139
1,20,29,pass,1,0.5714441981447937
1,20,30,pass,1,0.15183063873458497
1,20,31,pass,1,0.15664748575848836
1,20,32,pass,1,0.08404796691320371
1,20,33,pass,1,0.3722199868976272
1,20,34,pass,1,0.8086613406970475
1,20,35,pass,1,0.19302282106114682
1,20,36,run,0,-0.5303334321361035
1,20,37,pass,1,0.09576370760694168
1,20,38,run,0,0.22787454702969018
1,20,39,pass,1,0.14381435382852537
1,20,40,run,0,0.3964972452959046
1,20,41,pass,1,0.0757428304059431
1,20,42,pass,1,0.21279307991939805
1,20,43,run,0,0.4123941683986535
1,20,44,run,0,0.2700765617967894
1,20,45,run,0,0.43387197236006614
1,20,46,run,0,-0.2681786942606171
1,20,47,run,0,-0.36838889471255243
1,20,48,pass,1,0.15302919378948648
1,20,49,run,0,-0.5008949711918831
1,20,50,pass,1,-0.29250920795311686
1,20,51,run,0,0.13108604488661513
1,20,52,pass,1,0.34378416827701797
1,20,53,pass,1,0.13782278489816235
1,20,54,pass,1,-0.3481527332565747
1,20,55,pass,1,-0.05991188227199018
1,20,56,run,0,0.8567716985320051
1,20,57,pass,1,-0.20785002209595405
1,20,58,run,0,0.49345638540883874
1,20,59,pass,1,0.028457103529945016
1,20,60,pass,1,0.37351551739681915
1,20,61,run,0,0.11616526354503422
1,20,62,pass,1,-0.05811450016335584
1,20,63,pass,1,0.09190601460951645
1,20,64,run,0,-0.13441838220959268
1,20,65,run,0,-0.40849725320003927
1,20,66,pass,1,0.29636038536078885
1,20,67,run,0,-0.4132965133991092
1,20,68,pass,1,0.18581147501633197
1,20,69,pass,1,1.0829218253711588
1,20,70,pass,1,-0.20538339859368054
1,20,71,pass,1,-0.22554739794063872
1,20,72,pass,1,-0.01692726354979515
1,20,73,pass,1,-0.024751325095227608
1,20,74,pass,1,0.08577001077968532
1,20,75,pass,1,-0.04095525968295988
1,20,76,run,0,0.4897438043844886
1,20,77,run,0,-0.04490462209408483
1,20,78,pass,1,0.14059171138150203
1,20,79,pass,1,0.02000115994763163
1,20,80,run,0,-0.14755518059246242
1,20,81,run,0,0.029189152410253882
1,20,82,pass,1,0.1113257343984312
1,20,83,pass,1,0.1718623126757198
1,20,84,run,0,0.008343756338581466
1,20,85,pass,1,0.05588190966989808
1,20,86,pass,1,0.5010376189311501
1,20,87,run,0,-0.222474908339791
1,20,88,pass,1,-0.07594154605508913
1,20,89,run,0,-0.29215896137369174
1,20,90,run,0,-0.32732341575735646
1,20,91,pass,1,1.7084258231334388
1,20,92,pass,1,-0.5127330879913643
1,20,93,pass,1,-0.5017000294756144
2,1,1,pass,1,0.3385757133502868
2,1,2,run,0,0.05832015093581405
2,1,3,pass,1,0.6619857102341484
2,1,4,pass,1,0.1627644021064043
2,1,5,run,0,0.08469420054669692
2,1,6,pass,1,0.4283810256650516
2,1,7,run,0,-0.015865134856236803
2,1,8,pass,1,1.5915813091560267
2,1,9,pass,1,0.3519997026596684
2,1,10,pass,1,1.221826161442247
2,1,11,pass,1,0.14269011272699572
2,1,12,run,0,-0.07304122504137922
2,1,13,run,0,0.05075415308030119
2,1,14,pass,1,0.4186803027613288
2,1,15,pass,1,0.5032897697965382
2,1,16,run,0,0.08042193355686322
2,1,17,run,0,0.35014164556791505
2,1,18,pass,1,0.10791499120387016
2,1,19,pass,1,1.0174544861906074
2,1,20,pass,1,0.7077574293528285
2,1,21,run,0,0.044640565796325686
2,1,22,pass,1,0.25227723735151814
2,1,23,run,0,0.06232610289418302
2,1,24,run,0,0.004558548415926408
2,1,25,run,0,0.16519243306348746
2,1,26,run,0,0.3123470551323738
2,1,27,run,0,-0.1999119544621942
2,1,28,pass,1,0.3325081942486577
2,1,29,pass,1,0.29129360934270415
2,1,30,pass,1,0.38149676165873336
2,1,31,pass,1,-0.04632882381459545
2,1,32,run,0,-0.07470617924655722
2,1,33,run,0,0.058007473572312535
2,1,34,pass,1,0.24249947459854104
2,1,35,run,0,0.1286130095263832
2,1,36,pass,1,0.7477998699905584
2,1,37,field_goal,2,1.3894805258517664
2,1,38,pass,1,0.22704950726724094
2,1,39,run,0,0.037469632870939004
2,1,40,run,0,0.3164517511128603
2,1,41,run,0,0.327631826479254
2,1,42,pass,1,0.37787345675418954
2,1,43,run,0,0.09310904332902283
2,1,44,field_goal,2,1.9450479249640247
2,1,45,pass,1,0.13209287352510732
2,1,46,pass,1,0.32721458882389765
2,1,47,pass,1,0.042833529999673686
2,1,48,pass,1,0.02985350430494033
2,1,49,pass,1,0.09909139544843701
2,1,50,run,0,-0.09698368051555008
2,1,51,pass,1,-0.01373738922034938
2,1,52,pass,1,0.17413418990812102
2,1,53,pass,1,0.4243967359798262
2,1,54,pass,1,0.24546573731212826
2,1,55,pass,1,0.1454657787793881
2,1,56,pass,1,-0.023102750707443644
2,1,57,pass,1,-0.05662842945561612
2,1,58,pass,1,0.3563853875384666
2,1,59,pass,1,0.07959343839584933
2,1,60,pass,1,0.4203218186804507
2,1,61,pass,1,-0.03718526157106019
2,1,62,pass,1,-0.0897035967403402
2,1,63,pass,1,0.2006881232809974
2,1,64,pass,1,-0.20910309297323693
2,1,65,pass,1,0.43527051213459345
2,1,66,pass,1,0.10380255394721757
2,1,67,run,0,0.08571021960106799
2,1,68,pass,1,0.0016973580699413814
2,1,69,run,0,0.09995772668238109
2,1,70,pass,1,0.5784145014768001
2,1,71,pass,1,-0.09161919451850865
2,1,72,run,0,0.01551077571801011
2,1,73,pass,1,0.4709078456265464
2,1,74,pass,1,0.3467074856744148
2,1,75,pass,1,0.07774986840377096
2,1,76,run,0,0.12989165428249785
2,1,77,pass,1,0.08051147395744916
2,1,78,pass,1,-0.1325775166818251
2,1,79,pass,1,0.08035995445679874
2,1,80,pass,1,-0.1769386375769197
2,1,81,run,0,-0.21121329810086859
2,1,82,run,0,0.34751494666740584
2,1,83,run,0,0.9564088777173311
2,1,84,pass,1,-0.24705687161379805
2,1,85,pass,1,1.2443888299167156
2,1,86,run,0,0.02684386642291569
2,1,87,pass,1,0.2625015814846847
2,1,88,pass,1,0.037650317477528006
2,1,89,pass,1,0.38496567076072097
2,1,90,pass,1,0.07917058118619025
2,2,2,run,0,0.08621477865033633
2,2,3,pass,1,0.2615464886281794
2,2,4,run,0,0.35957882831280585
2,2,5,pass,1,0.7573055171815213
2,2,6,pass,1,0.5782262534601613
2,2,7,run,0,0.1898308436278827
2,2,8,run,0,0.4149704503244721
2,2,9,pass,1,0.6380831171118189
2,2,10,pass,1,0.8976344778202474
2,2,11,run,0,0.006613753806959721
2,2,12,pass,1,0.306984407264584
2,2,13,run,0,0.14623722177748277
2,2,14,pass,1,0.7178779439709615
2,2,15,pass,1,0.4179488948187403
2,2,16,pass,1,-0.06999116646766197
2,2,17,pass,1,-0.08680692852875735
2,2,18,run,0,0.10609929484572987
2,2,19,pass,1,0.33055588504456446
2,2,20,pass,1,0.605992148387789
2,2,21,run,0,0.10546228471794165
2,2,22,run,0,0.10337111104745415
2,2,23,pass,1,0.5592294693924487
2,2,24,run,0,-0.0574449915644329
2,2,25,run,0,-0.0602203834014723
2,2,26,run,0,-0.4563923141953032
2,2,27,run,0,0.013402376975864171
2,2,28,pass,1,1.002871539396107
2,2,29,pass,1,0.26106229510956575
2,2,30,run,0,0.21842559285661467
2,2,31,run,0,0.2029010058467975
2,2,32,run,0,-0.08933425204512398
2,2,33,run,0,0.06257023408155268
2,2,34,pass,1,-0.39790241031109225
2,2,35,pass,1,0.3895394891369506
