Down,Distance,Yardline,play_type,Optimal Choice,EP
2,9,70,pass,1,0.2595555545563844
2,9,71,pass,1,0.32337556108969323
2,9,72,pass,1,0.24112123756133247
2,9,73,run,0,0.08344037191838859
2,9,74,pass,1,0.05489322761994481
2,9,75,pass,1,0.37038661670629636
2,9,76,run,0,1.325319685228169
2,9,77,pass,1,0.2932277224105994
2,9,78,run,0,0.3645005257373365
2,9,79,pass,1,0.18683955946002126
2,9,80,run,0,-0.005868002273408398
2,9,81,pass,1,0.4892759571278779
2,9,82,run,0,0.1719882737379521
2,9,83,pass,1,0.22612648846647382
2,9,84,pass,1,-0.37170479450530064
2,9,85,run,0,0.427126031863736
2,9,86,run,0,0.17245182163605932
2,9,87,pass,1,0.7683087400106999
2,9,88,pass,1,0.83900232422713406
2,9,89,pass,1,-0.040019134972960946
2,9,90,pass,1,0.9041264683652956
2,9,91,run,0,0.39473265840206295
2,9,92,run,0,-0.3975377759391752
2,9,93,pass,1,0.7980322032017284
2,9,94,run,0,0.04263322208619984
2,9,95,run,0,0.15895573008206806
2,9,96,pass,1,0.4684404860599898
2,9,97,pass,1,0.1103114330390882
2,9,98,pass,1,0.1241972155869007
2,10,10,field_goal,2,0.11407004289670297
2,10,11,field_goal,2,0.11182866094778392
2,10,12,pass,1,0.22722925184730713
2,10,13,run,0,-0.18235906030458857
2,10,14,field_goal,2,0.1793349118068046
2,10,15,field_goal,2,0.20285640219629508
2,10,16,field_goal,2,0.22981343653002728
2,10,17,field_goal,2,0.2598786122048613
2,10,18,field_goal,2,0.29268204854056473
2,10,19,field_goal,2,0.3478457090724927
2,10,20,field_goal,2,0.35942172743925127
2,10,21,field_goal,2,0.40263528782925323
2,10,22,field_goal,2,0.4615107526007849
2,10,23,run,0,0.1601156646880555
2,10,24,pass,1,0.09381558578796904
2,10,25,field_goal,2,0.6003247466113892
2,10,26,field_goal,2,0.6967124347329962
2,10,27,field_goal,2,0.6612820788931797
2,10,28,pass,1,0.23292707581305777
2,10,29,pass,1,0.011552753627538995
2,10,30,pass,1,0.043236077707886914
2,10,31,pass,1,0.27841259951102193
2,10,32,pass,1,-0.054223890202124675
2,10,33,pass,1,0.11149366278978108
2,10,34,field_goal,2,1.3197345555907547
2,10,35,field_goal,2,1.1524117081386458
2,10,36,field_goal,2,1.0124626581905396
2,10,37,field_goal,2,1.3016154462281928
2,10,38,pass,1,0.10894251851086197
2,10,39,pass,1,0.0883343923171024
2,10,40,field_goal,2,1.5613952742699695
2,10,41,pass,1,0.2408370723209513
2,10,42,field_goal,2,1.5597788169464182
2,10,43,pass,1,0.03929976922895827
2,10,44,run,0,0.08979696031935787
2,10,45,field_goal,2,0.29001146012721685
2,10,46,pass,1,-0.1651876771862399
2,10,47,run,0,0.011824281964879042
2,10,48,run,0,-0.02511584722324869
2,10,49,pass,1,0.1586882930575783
2,10,50,run,0,0.027426651406005472
2,10,51,pass,1,0.1084379696834897
2,10,52,pass,1,-0.1817706989555153
2,10,53,pass,1,0.029322304082193173
2,10,54,pass,1,0.009519454673627088
2,10,55,pass,1,0.00847743312882312
2,10,56,pass,1,-0.07245939508391168
2,10,57,pass,1,-0.056385618988424466
2,10,58,run,0,0.06917840996757148
2,10,59,pass,1,-0.192661296555196
2,10,60,pass,1,-0.2126133619245542
2,10,61,run,0,0.08315429989884185
2,10,62,pass,1,0.3031470360422175
2,10,63,run,0,-0.01692312230859119
2,10,64,pass,1,-0.0462084680670849
2,10,65,pass,1,0.15434948616511038
2,10,66,pass,1,0.06612523100965734
2,10,67,pass,1,-0.10335865441488716
2,10,68,run,0,-0.4660135563505416
2,10,69,run,0,-0.02245244321430906
2,10,70,pass,1,0.18999461860917294
2,10,71,pass,1,0.10182678652505486
2,10,72,pass,1,-0.12421354094056782
2,10,73,run,0,0.18030003235702782
2,10,74,pass,1,0.028654892442505686
2,10,75,pass,1,-0.015277956353098542
2,10,76,pass,1,0.27830855437632024
2,10,77,pass,1,0.2682276285414535
2,10,78,run,0,0.2085372142279772
2,10,79,pass,1,0.03838820372595148
2,10,80,pass,1,0.05488131720693293
2,10,81,pass,1,0.11292397211834139
2,10,82,pass,1,0.09333049534105282
2,10,83,pass,1,-0.14942244217117254
2,10,84,pass,1,0.15449627693014917
2,10,85,pass,1,0.003866694910551082
2,10,86,run,0,0.35740774530762176
2,10,87,pass,1,0.6389771636252255
2,10,88,pass,1,-0.10491268246712739
2,10,89,pass,1,-0.01987012282134633
2,10,90,run,0,0.16763235674856378
2,10,91,pass,1,0.04326839321220177
2,10,92,pass,1,0.5138584590507282
2,10,93,pass,1,-0.01235182713135148
2,10,94,pass,1,0.23866897715439944
2,10,95,pass,1,0.28169719215657096
2,10,96,run,0,-0.14529042423237115
2,10,97,pass,1,0.1820919872132233
2,10,98,pass,1,-0.2798668113444529
2,10,99,pass,1,-0.1898843325846094
2,11,11,pass,1,0.3778603732885262
2,11,12,run,0,0.720910656172782
2,11,13,run,0,0.15570601730723865
2,11,14,pass,1,0.12037777340314779
2,11,15,run,0,0.14644167044187062
2,11,16,pass,1,0.3197863838237633
2,11,17,run,0,0.8200601157950587
2,11,18,pass,1,0.003947061573853716
2,11,19,run,0,0.7214991349144839
2,11,20,pass,1,0.9363891304148216
2,11,21,pass,1,0.6346359629761927
2,11,22,run,0,-0.2891354677720099
2,11,23,pass,1,0.06636568970498047
2,11,24,run,0,-0.05289825097509409
2,11,25,run,0,0.8640128679887142
2,11,26,field_goal,2,0.6547551183428784
2,11,27,run,0,-0.07950645245728083
2,11,28,run,0,0.6429924592957832
2,11,29,run,0,0.012476475831742068
2,11,30,run,0,0.5077541894085396
2,11,31,run,0,-0.13526889406784903
2,11,32,run,0,-0.28131064513581805
2,11,33,pass,1,-0.0987884270260111
2,11,34,run,0,0.3650543937110342
2,11,35,run,0,0.17429505785694346
2,11,36,run,0,0.1969758419824454
2,11,37,run,0,0.0423596003674902
2,11,38,run,0,2.0207786492537707
2,11,39,run,0,0.6928552327860545
2,11,40,pass,1,0.6328935845933087
2,11,41,pass,1,0.22519153398355818
2,11,42,pass,1,0.486333921060173
2,11,43,pass,1,0.8211568366241409
2,11,44,pass,1,-0.28270803001942113
2,11,45,pass,1,0.28839015098772225
2,11,46,pass,1,0.0778074029843662
2,11,47,pass,1,-0.2890619934827555
2,11,48,pass,1,0.06826754068024452
2,11,49,pass,1,0.3968891227302854
2,11,50,run,0,0.46402790723368526
2,11,51,pass,1,0.4959300588268568
2,11,52,pass,1,-0.14798841026744675
2,11,53,pass,1,1.0347681038004035
2,11,54,run,0,0.7585081539582461
2,11,55,pass,1,-0.07005233367591905
2,11,56,pass,1,0.2963479149689461
2,11,57,run,0,0.015227990923449397
2,11,58,run,0,-0.5552758475241717
2,11,59,run,0,0.2853947791736573
2,11,60,pass,1,0.1068042262550443
2,11,61,pass,1,-0.004378599185858799
2,11,62,pass,1,-0.0025543576339259744
2,11,63,pass,1,0.2074123519842568
2,11,64,pass,1,0.658826178984447
2,11,65,pass,1,0.17222842919053846
2,11,66,run,0,0.2556111112353392
2,11,67,pass,1,-0.04091389890527353
2,11,68,run,0,0.7853025206131861
2,11,69,pass,1,0.8881070819178906
2,11,70,run,0,0.07452097014756874
2,11,71,run,0,0.3913934991694986
2,11,72,run,0,0.5103875579079613
2,11,73,pass,1,-0.4724413500024149
2,11,74,pass,1,-0.13057928450386197
2,11,75,pass,1,0.36683303081372287
2,11,76,run,0,0.21010343342839577
2,11,77,pass,1,0.5508487649600614
2,11,78,run,0,0.12834225250602077
2,11,79,pass,1,0.9540664282911976
2,11,80,run,0,0.3847526950606456
2,11,81,run,0,0.4560453098217424
2,11,82,run,0,1.9482596940360963
2,11,83,pass,1,0.7564412893926991
2,11,84,run,0,0.2757828129785291
2,11,85,pass,1,-0.06790628988528624
2,11,86,pass,1,1.0771702570685495
2,11,87,run,0,0.47432362314430065
2,11,88,pass,1,0.5573070265183395
2,11,89,run,0,0.8109946061158553
2,11,90,pass,1,0.9909642381942831
2,11,91,run,0,-0.2390600703462648
2,11,92,run,0,1.132350968507429
2,11,93,run,0,-0.12221931631211191
2,11,94,pass,1,0.14832523409859277
2,11,95,pass,1,0.11286095416289754
2,11,96,pass,1,-0.0677257908100728
2,11,97,pass,1,-0.10593356390018016
2,11,98,pass,1,1.1978115783422254
2,11,99,run,0,0.054677689986419864
2,12,12,run,0,-0.35766128669704567
2,12,13,run,0,2.4277349704498192
2,12,14,pass,1,0.43932920301673367
2,12,15,run,0,-0.34823899490792043
2,12,16,run,0,0.6458023976592813
2,12,17,run,0,0.5698007432802115
2,12,18,pass,1,0.7065364072914235
2,12,19,pass,1,0.48719633842119947
2,12,20,pass,1,0.5033527155406773
2,12,21,pass,1,0.3135584989954209
2,12,22,pass,1,-0.4945593390342159
2,12,23,pass,1,1.7092513107539464
2,12,24,pass,1,0.4097757630050182
2,12,25,pass,1,0.7162832456349861
2,12,26,field_goal,2,0.6547551183428784
2,12,27,pass,1,0.6118851806328165
2,12,28,pass,1,-0.08340802373131728
2,12,29,pass,1,0.5197714724199614
2,12,30,pass,1,0.8199067060551087
2,12,31,run,0,1.650360660161823
2,12,32,pass,1,0.4570996303033704
2,12,33,pass,1,-0.0981196426146198
2,12,34,run,0,0.3440853548624242
2,12,35,run,0,-0.24441343743819743
2,12,36,run,0,0.3192127029324183
2,12,37,pass,1,0.573476519950558
2,12,38,pass,1,0.11323050975065252
2,12,39,run,0,-0.20594194628938567
2,12,40,run,0,0.6806804043008015
2,12,41,pass,1,0.446050324710086
2,12,42,pass,1,0.8982451192229444
2,12,43,pass,1,-0.048693926398888865
2,12,44,pass,1,0.7475735081160174
2,12,45,pass,1,0.5977872112009206
2,12,46,run,0,0.9988603608993192
2,12,47,run,0,0.1093534446166208
2,12,48,run,0,-0.03428228483535351
2,12,49,pass,1,0.26166642466705525
2,12,50,pass,1,0.12042178366876521
2,12,51,pass,1,-0.09881372194338059
2,12,52,run,0,0.2705296942440327
2,12,53,run,0,1.9316085642203689
2,12,54,pass,1,0.317244514991762
2,12,55,pass,1,0.12007828865451023
2,12,56,pass,1,0.28050496004289016
2,12,57,run,0,-0.24010082948952913
2,12,58,run,0,0.08852108771679923
2,12,59,run,0,-0.4875944566447288
2,12,60,run,0,0.307947710622102
2,12,61,run,0,-0.3876149137504399
2,12,62,pass,1,0.24212827420560648
2,12,63,pass,1,0.3236622783128712
2,12,64,run,0,0.4589071948663332
2,12,65,pass,1,0.07362787799866055
2,12,66,pass,1,0.0922054827096872
2,12,67,pass,1,0.6095271126522371
2,12,68,pass,1,0.07050309595069848
2,12,69,pass,1,-0.38909261431007713
2,12,70,pass,1,0.643922520374569
2,12,71,pass,1,0.42898914329351917
2,12,72,run,0,0.33651476652206236
2,12,73,pass,1,0.22589553579584598
2,12,74,pass,1,-0.03233935981988903
2,12,75,pass,1,0.35941199018076675
2,12,76,run,0,-0.03600718542002143
2,12,77,pass,1,0.04105798477049593
2,12,78,pass,1,0.29870765788319453
2,12,79,pass,1,3.0614309494849294
2,12,80,run,0,-0.13374407193623483
2,12,81,run,0,0.20036583424856264
2,12,82,pass,1,0.016291425113141567
2,12,83,pass,1,0.759740547310295
2,12,84,pass,1,-0.5235904926084913
2,12,85,pass,1,0.10168415038580335
2,12,86,run,0,0.43079521419713274
2,12,87,run,0,-0.42273507750360295
2,12,88,pass,1,-0.40157803951296955
2,12,89,run,0,1.048378569423221
2,12,90,run,0,0.8985336610348895
2,12,91,run,0,-0.019434849498793483
2,12,92,run,0,0.0015371257904917002
2,12,93,pass,1,0.32804008182138206
2,12,94,run,0,0.855949715944007
2,12,95,run,0,0.3214643143583089
2,12,96,pass,1,1.4835093866568059
2,12,97,run,0,0.4888979183354726
2,12,98,run,0,-0.5586976602906362
2,12,99,run,0,0.1297453831648454
2,13,13,run,0,0.0182133661544261
2,13,14,run,0,0.902171114605153
2,13,15,field_goal,2,0.20271900932289943
2,13,16,pass,1,-0.049899655987974224
2,13,17,run,0,0.033745714637916535
2,13,18,pass,1,0.1921971672790177
2,13,19,pass,1,0.042046590281340016
2,13,20,pass,1,0.14156984147319399
2,13,21,run,0,1.0425877506495453
2,13,22,pass,1,0.12335796539102581
2,13,23,pass,1,0.45303489596699364
2,13,24,pass,1,0.06562791502801701
2,13,25,run,0,0.814453697821591
2,13,26,pass,1,1.0812802569707856
2,13,27,pass,1,0.901066809349383
2,13,28,run,0,1.0458112563937902
2,13,29,pass,1,0.4143795962510113
2,13,30,run,0,-0.19913297027233057
2,13,31,pass,1,-0.10961559210166644
2,13,32,pass,1,0.6125900276321252
2,13,33,pass,1,0.013124192249961197
2,13,34,pass,1,1.1628604945338643
2,13,35,run,0,0.034207602016977035
2,13,36,pass,1,0.7256739897323616
2,13,37,pass,1,0.5098733571524333
2,13,38,pass,1,0.8582938269537408
2,13,39,run,0,0.5264047928503715
2,13,40,run,0,0.8176932562200818
2,13,41,run,0,0.17495650134515017
2,13,42,pass,1,-0.15999925727955996
2,13,43,run,0,1.2373939550161595
2,13,44,run,0,-0.1213277184870094
2,13,45,pass,1,0.5653810841380619
2,13,46,pass,1,0.5626416402602834
2,13,47,pass,1,0.2974436322957362
2,13,48,run,0,0.04719480514177121
2,13,49,run,0,0.7007276981603354
2,13,50,pass,1,0.04305747033168495
2,13,51,run,0,0.18283832323504612
2,13,52,run,0,0.7374585242941976
2,13,53,run,0,0.36294210667256266
2,13,54,run,0,-0.18035384663380682
2,13,55,run,0,-0.13929094857303426
2,13,56,run,0,0.4413327390793711
2,13,57,pass,1,0.42421244918368756
2,13,58,run,0,0.7213800509343855
2,13,59,run,0,-0.3181185727007687
2,13,60,pass,1,-0.6869103537950044
2,13,61,pass,1,0.32548274549480993
2,13,62,run,0,-0.09658224554732442
2,13,63,run,0,0.3682902885600924
2,13,64,pass,1,0.4594301919614036
2,13,65,pass,1,0.32998997619142756
2,13,66,run,0,0.5110563357427184
2,13,67,pass,1,0.23990985339623871
2,13,68,pass,1,0.2762154657352116
2,13,69,run,0,0.4536605179309845
2,13,70,pass,1,-0.4771475258516148
2,13,71,pass,1,0.19209335005143657
2,13,72,run,0,0.11427737213671207
2,13,73,pass,1,0.3649247136199847
2,13,74,pass,1,0.05114635105710472
2,13,75,run,0,-0.2434799880720675
2,13,76,run,0,0.0050824004380653305
2,13,77,pass,1,0.2942077709361911
2,13,78,run,0,0.12194531791679124
2,13,79,run,0,1.7041450936812907
2,13,80,pass,1,0.43777456249808894
2,13,81,run,0,-0.09897535969503224
2,13,82,pass,1,0.10563006411151339
2,13,83,run,0,0.4444025751436129
2,13,84,pass,1,-0.08602496462408453
2,13,85,run,0,0.6659702951437794
2,13,86,run,0,0.9216768855694681
2,13,87,run,0,0.2199657028540969
2,13,88,pass,1,1.2913294106062192
2,13,89,pass,1,0.925295806877936
2,13,90,pass,1,0.2758708987821592
2,13,91,run,0,0.08864400771562941
2,13,92,run,0,0.7965119832661003
2,13,93,pass,1,-1.277019192581065
2,13,94,pass,1,0.48465607361868024
2,13,95,pass,1,1.6754045994020998
2,13,97,pass,1,1.3044494580535684
2,13,98,pass,1,0.4340581181459129
2,13,99,run,0,0.2822659615194425
2,14,14,field_goal,2,0.1782427198463732
2,14,15,run,0,0.32314994209446013
2,14,16,run,0,3.1697998536983505
2,14,17,run,0,-0.7635995679690192
2,14,18,run,0,-0.4778459443477914
2,14,19,run,0,0.04167119041085243
2,14,20,pass,1,-0.5123756966010357
2,14,21,pass,1,-0.004511913750320673
2,14,22,run,0,-0.3087109927437268
2,14,23,pass,1,-0.3334283192525618
2,14,24,run,0,0.31223970312081895
2,14,25,pass,1,0.43376575093134306
2,14,26,pass,1,0.35716630396200344
2,14,27,pass,1,1.2156747791043017
2,14,28,pass,1,0.9470312570920214
2,14,29,pass,1,0.6218874152982607
2,14,30,run,0,2.878501401777612
2,14,31,pass,1,0.5165110005348522
2,14,32,run,0,0.9622679562307894
2,14,33,pass,1,-0.02746416116860928
2,14,34,run,0,0.32335533361765556
2,14,35,pass,1,0.2610021312222151
2,14,36,pass,1,1.5068598631769419
2,14,37,pass,1,0.3730641207366716
2,14,38,run,0,1.1512749607791193
2,14,39,run,0,0.7462620016885921
2,14,40,pass,1,0.41138466854075284
2,14,41,pass,1,0.805026550877041
2,14,42,pass,1,-0.33369700351613574
2,14,43,pass,1,0.3337442128315822
2,14,44,run,0,0.05503243242856115
2,14,45,pass,1,-0.047956619528122246
2,14,46,pass,1,0.5308544960321991
2,14,47,pass,1,-0.1587985280252322
2,14,48,pass,1,0.34015727970316745
2,14,49,pass,1,-0.32903074417845346
2,14,50,pass,1,0.3277003925613826
2,14,51,pass,1,0.5491838511661626
2,14,52,pass,1,0.17580188997089863
2,14,53,run,0,0.04627198213711381
2,14,54,run,0,0.6342563412035815
2,14,55,run,0,-0.4017253512283787
2,14,56,pass,1,0.9609635236483882
2,14,57,run,0,0.29015373035023606
2,14,58,pass,1,-0.385880974913016
2,14,59,run,0,-0.3841697450649614
2,14,60,pass,1,0.419949272285319
2,14,61,pass,1,0.5028142746499118
2,14,62,run,0,0.32228071498684585
2,14,63,pass,1,-0.01437434184966454
2,14,64,run,0,-0.5054451721953228
2,14,65,run,0,0.7796653165714815
2,14,66,pass,1,0.5240835394853582
2,14,67,pass,1,0.19868371266056783
2,14,68,run,0,0.3947445559024345
2,14,69,run,0,0.10798808536492288
2,14,70,pass,1,0.18701553947757935
2,14,71,pass,1,1.3144191571821768
2,14,72,pass,1,1.4028142152601504
2,14,73,pass,1,-0.32938682968961075
2,14,74,pass,1,0.8544036806415534
2,14,75,pass,1,0.1979789068223909
2,14,76,pass,1,1.2424358436837792
2,14,77,pass,1,0.238485568377655
2,14,78,pass,1,0.5241565793287009
2,14,79,pass,1,0.21169972650501506
2,14,80,pass,1,0.43873467404046096
2,14,81,run,0,1.3445298242537926
2,14,82,pass,1,0.6527900976827368
2,14,83,run,0,0.5946355367777869
2,14,84,run,0,-0.11677025794051588
2,14,85,pass,1,-1.0327928567227596
2,14,86,run,0,0.26643736369442195
2,14,87,run,0,0.3519138931296766
2,14,88,run,0,0.0565738645818783
2,14,89,pass,1,-0.31063429778441787
2,14,90,pass,1,0.5603442049662892
2,14,91,pass,1,0.14038125809747726
2,14,92,pass,1,-0.3417104658049842
2,14,94,run,0,1.0456971138482913
2,14,95,run,0,-0.5981875758152455
2,14,96,pass,1,0.710358218010515
2,14,98,run,0,0.7346941871801391
2,14,99,run,0,-0.13429854265996255
2,15,15,run,0,-0.20949095547570085
2,15,16,run,0,0.35349652767763473
2,15,17,pass,1,0.12719945292337798
2,15,18,pass,1,-0.4073322211722067
2,15,19,pass,1,1.0523005952709354
2,15,20,pass,1,0.5733028557927659
2,15,21,pass,1,0.37481189289246686
2,15,22,pass,1,0.6721187285613267
2,15,23,pass,1,0.4613753654644823
2,15,24,pass,1,0.3972774540743558
2,15,25,pass,1,0.7390723220959381
2,15,26,field_goal,2,0.6547551183428784
2,15,27,pass,1,0.10453102652293941
2,15,28,pass,1,0.7217044536276566
2,15,29,field_goal,2,0.7900521329634098
2,15,30,run,0,1.9960576668963768
2,15,31,run,0,1.9141529167536646
2,15,32,pass,1,-0.5694120719417697
2,15,33,field_goal,2,0.8752944623537151
2,15,34,pass,1,0.26539291251594066
2,15,35,run,0,-0.3295011985658978
2,15,36,run,0,0.30414350237697363
2,15,37,run,0,-0.37304280343232676
2,15,38,run,0,-0.2669632662048874
2,15,39,pass,1,0.24710096137873322
2,15,40,pass,1,0.9959198305898879
2,15,41,pass,1,0.8239605677047919
2,15,42,pass,1,0.5534280471232099
2,15,43,pass,1,1.1758683896041475
2,15,44,run,0,0.16606961524812508
2,15,45,run,0,0.5550450395676307
2,15,46,pass,1,-0.21868294563028037
2,15,47,pass,1,-0.04668283774905527
2,15,48,pass,1,0.11746488339056006
2,15,49,run,0,-0.40206674800720066
2,15,50,pass,1,-0.22842734038001955
2,15,51,pass,1,0.10744778598018456
2,15,52,pass,1,-0.39564511558273807
2,15,53,pass,1,0.29855504937263
2,15,54,pass,1,-0.15729962242502635
2,15,55,run,0,0.033143445616587996
2,15,56,pass,1,-0.5038556420347757
2,15,57,run,0,-0.05021073273383081
2,15,58,run,0,0.04614540911279619
2,15,59,pass,1,0.008361910997579554
2,15,60,pass,1,-0.06717923373127214
2,15,61,pass,1,0.17861569859087467
2,15,62,pass,1,-0.09667058595964181
2,15,63,pass,1,0.1858001109083286
2,15,64,run,0,-0.43545269791502506
2,15,65,run,0,0.33503886267620453
2,15,66,pass,1,-0.2650227275981496
2,15,67,run,0,-0.32170865514781327
2,15,68,run,0,-0.5991612137295306
2,15,69,pass,1,0.07169452789992864
2,15,70,pass,1,0.01920043033411878
2,15,71,pass,1,0.11984041108128925
2,15,72,pass,1,-0.7745348267708323
2,15,73,pass,1,0.9077095145476051
2,15,74,pass,1,-0.038637183303944805
2,15,75,pass,1,1.0771834996800558
2,15,76,pass,1,0.035239705443382334
2,15,77,run,0,0.12893389636883512
2,15,78,pass,1,-0.292173377238214
2,15,79,pass,1,-0.17642719409195706
2,15,80,pass,1,-0.1522945874947139
2,15,81,pass,1,-0.17517787113320082
2,15,82,run,0,0.5485129873268306
2,15,83,run,0,0.06993851775769144
2,15,84,run,0,-0.43957426823908463
2,15,85,pass,1,0.1273079213242454
2,15,86,pass,1,0.865698635733376
2,15,87,pass,1,-0.05547431274317205
2,15,88,pass,1,0.47562545927108396
2,15,89,pass,1,-0.5009104300600787
2,15,90,run,0,0.27846199585474096
2,15,91,run,0,-0.36079368920763955
2,15,92,pass,1,-0.9709213908296077
2,15,93,run,0,-0.7267549639218487
2,15,94,run,0,0.009869386092759669
2,15,95,pass,1,-0.17852719375514425
2,15,96,run,0,-0.22362642418011092
2,15,97,pass,1,-0.7248203032650054
2,15,98,run,0,-0.6008852072991431
2,16,16,field_goal,2,0.1831238167770355
2,16,17,pass,1,-0.8280869693262503
2,16,18,pass,1,0.8615252812354204
2,16,19,pass,1,-0.5858796267420985
2,16,20,run,0,-0.28957262517360505
2,16,21,pass,1,0.5819576916983351
2,16,22,pass,1,-0.1483664309780579
2,16,23,pass,1,-0.11653258022852242
2,16,24,pass,1,-0.23120816025766544
2,16,25,pass,1,0.5392658272758126
2,16,26,pass,1,2.2847268707312955
2,16,27,pass,1,0.12041469356045127
2,16,28,pass,1,0.19360441408935003
2,16,29,run,0,0.0079002701677382
2,16,30,pass,1,0.5613089938560734
2,16,31,run,0,-0.5429833998932736
2,16,32,pass,1,0.5445107857522089
2,16,33,pass,1,2.1483076736330986
2,16,34,run,0,0.27373919752426445
2,16,35,pass,1,-0.2838484574807808
2,16,36,pass,1,0.004748685850894861
2,16,37,pass,1,0.9559185441612499
2,16,38,run,0,2.5443147766636685
2,16,39,pass,1,1.020557427992268
2,16,40,pass,1,0.2304348132747691
2,16,41,pass,1,0.25814760258072056
2,16,42,pass,1,0.7611315368994838
2,16,44,pass,1,-0.5247645780715782
2,16,45,pass,1,0.9885404598634457
2,16,46,pass,1,-1.129006542279967
2,16,47,pass,1,0.13921012324863113
2,16,48,run,0,-0.866343101952225
2,16,49,run,0,0.5463371807709336
2,16,50,pass,1,0.163065585293225
2,16,51,run,0,-0.15604866540525109
2,16,52,run,0,-0.150915561709553
2,16,53,run,0,-1.0107857245020568
2,16,54,pass,1,-0.49513943448255304
2,16,55,pass,1,0.16151103370066267
2,16,56,run,0,2.6397548571694642
2,16,57,pass,1,0.2196754215983674
2,16,58,pass,1,0.32527155677089475
2,16,59,pass,1,-0.33375603105274154
2,16,60,pass,1,-0.13155668314235908
2,16,61,pass,1,-0.5038677205448039
2,16,62,pass,1,-0.4711714566348949
2,16,63,pass,1,0.6693978605209849
2,16,64,pass,1,0.46771436599859345
2,16,65,run,0,0.7473759143613279
2,16,66,run,0,0.26911761704832315
2,16,67,run,0,-0.4957148674875498
2,16,68,pass,1,0.45106575451791286
2,16,69,pass,1,0.03352700761752203
2,16,70,pass,1,0.150104531076398
2,16,71,pass,1,0.346924785080112
2,16,72,pass,1,-5.45444977551233
2,16,73,run,0,-0.07275719626341015
2,16,74,pass,1,-0.24157603045750875
2,16,75,run,0,1.1320340218953788
2,16,76,pass,1,0.24751624430064112
2,16,77,pass,1,-0.35080306620026624
2,16,78,pass,1,-0.9465468982161838
2,16,79,pass,1,0.1565025714080548
2,16,80,run,0,0.13915183022618294
2,16,81,run,0,0.6843571848973322
2,16,82,pass,1,0.37796212577571475
2,16,83,pass,1,0.8579376914228003
2,16,84,pass,1,0.6665828521363437
2,16,85,pass,1,0.32377401556974894
2,16,86,pass,1,-0.10998594031358756
2,16,87,pass,1,1.138413512322586
2,16,88,run,0,0.39697420271113515
2,16,89,run,0,0.8628065553493798
2,16,90,pass,1,-0.029146799526643008
2,16,91,pass,1,0.0537183997919783
2,16,92,pass,1,-3.7918341625481844
2,16,93,pass,1,-0.05934377247467637
2,16,95,run,0,-0.06475581211270764
2,16,96,pass,1,0.042731196037493646
2,16,97,pass,1,0.23298987827729434
2,16,98,pass,1,0.44287697854451835
2,17,17,pass,1,0.20067958505189212
2,17,18,pass,1,1.7234286792954663
2,17,19,pass,1,1.2988959862074503
2,17,20,pass,1,-0.1111101797723677
2,17,21,run,0,-0.3364830852369778
2,17,22,run,0,-0.4285827422281727
2,17,23,pass,1,-0.014280614481928447
2,17,24,pass,1,0.309431737405248
2,17,25,run,0,1.0178095888113603
2,17,26,run,0,0.31564237747807056
2,17,27,pass,1,1.0893816722423904
2,17,28,pass,1,-5.465200423670467
2,17,29,pass,1,0.44894005433889106
2,17,30,pass,1,0.5902284746601556
2,17,31,pass,1,0.09805848485848401
2,17,32,pass,1,0.010299747256794944
2,17,33,pass,1,0.44256381507148035
2,17,34,run,0,0.6544549623504281
2,17,35,pass,1,-1.922795222916951
2,17,36,run,0,0.7645506003173068
2,17,37,pass,1,0.6967376750350619
2,17,38,pass,1,-0.3903255619225092
2,17,39,pass,1,-0.2831243758118944
2,17,40,run,0,0.9785089052165858
2,17,41,pass,1,0.4032208025455475
2,17,42,pass,1,-2.2732821575870426
2,17,43,run,0,-0.7385034832987003
2,17,44,pass,1,-0.20870072778780013
2,17,45,run,0,0.8613787848735228
2,17,46,run,0,-0.7724932744167745
2,17,47,run,0,-1.0278255449375138
2,17,48,pass,1,0.4189861125778407
2,17,49,pass,1,-0.5838946143630892
2,17,50,pass,1,0.15933328692335635
2,17,51,run,0,0.04222973236270873
2,17,52,pass,1,0.16173285600962117
2,17,53,pass,1,-0.3429307529702782
2,17,54,run,0,1.9532281906576827
2,17,55,pass,1,-0.5292998480726965
2,17,56,pass,1,0.3759731025035892
2,17,57,run,0,0.9989210340427235
2,17,58,pass,1,0.2345822113081037
2,17,59,pass,1,-0.15243356393572563
2,17,60,run,0,0.01441788293886932
2,17,61,pass,1,1.2862246370350476
2,17,62,run,0,-0.0487064597546123
2,17,63,pass,1,-0.4415185631951317
2,17,64,run,0,0.4481155003498619
2,17,65,pass,1,0.21241032488511077
2,17,66,pass,1,0.523270158941159
2,17,67,pass,1,-0.2005616281780281
2,17,68,pass,1,0.10841608840772617
2,17,69,pass,1,-0.6188613259776805
2,17,70,run,0,0.5713448610622436
2,17,71,pass,1,-0.280978679475892
2,17,72,run,0,-0.08909168350510299
2,17,73,pass,1,-0.29292732203612104
2,17,74,pass,1,0.2637159721343778
2,17,75,pass,1,2.254432860587258
2,17,76,pass,1,0.10342729464173317
2,17,77,pass,1,0.7412712888492804
2,17,78,pass,1,-0.573285551276058
2,17,79,pass,1,1.8093425541883335
2,17,80,pass,1,-0.5186533116502687
2,17,81,pass,1,0.08149950656419
2,17,82,pass,1,-0.13774870070774334
2,17,83,pass,1,-0.13913851347751915
2,17,84,run,0,0.10194860864430666
2,17,85,run,0,-0.18541207816451788
