Down,Distance,Yardline,EP
1,20,99,1.03667
1,19,99,1.41089
1,15,99,1.34913
1,13,99,1.70579
1,10,99,1.51705
1,7,99,1.76832
1,4,99,1.69331
1,3,99,1.6336
1,2,99,1.4781
1,1,99,1.69638
4,1,99,1.29312
1,20,98,0.988035
1,19,98,1.10646
1,15,98,1.85561
1,13,98,1.41943
1,10,98,1.70088
1,7,98,1.68044
1,4,98,1.59109
1,3,98,1.70416
1,2,98,1.73322
1,1,98,1.79062
2,2,99,1.44721
3,2,99,1.29407
4,3,99,0.873253
3,1,98,1.42366
4,1,98,1.31787
1,20,97,1.27688
1,19,97,1.21808
1,17,97,1.55144
1,15,97,1.54107
1,13,97,1.52945
1,7,97,1.68374
2,7,99,1.47725
1,4,97,1.79842
1,3,97,1.7299
1,2,97,1.61143
2,4,99,1.79997
2,3,98,1.43954
1,10,97,1.59596
1,1,97,1.77437
2,2,98,1.64794
2,3,99,1.45638
3,8,99,0.826591
3,5,99,1.46203
3,2,98,1.3793
3,2,97,1.51064
3,1,97,1.55909
4,1,97,1.23964
1,20,96,1.36037
1,19,96,1.58253
1,17,96,1.48746
1,15,96,1.51704
1,13,96,1.71832
1,7,96,1.68212
1,4,96,1.72039
1,3,96,1.80829
1,2,96,1.62642
2,4,98,1.98988
1,10,96,1.64756
1,1,96,1.69672
2,2,97,1.61393
3,8,98,0.962177
3,4,98,1.74461
3,4,99,1.41903
4,9,98,0.435534
4,7,98,0.705374
3,2,96,1.72894
3,1,96,1.62237
4,3,98,0.845939
1,19,95,1.27213
2,22,98,0
1,17,95,1.62534
1,15,95,1.64569
1,13,95,1.83657
1,7,95,1.70851
1,14,96,1.52228
2,6,98,1.48325
2,8,98,1.39112
1,4,95,1.85222
2,8,99,1.4571
1,14,99,1.54999
2,6,97,1.55382
1,1,95,1.76084
2,3,97,1.78739
2,2,96,1.78545
3,20,97,0.611461
3,4,97,1.42342
3,5,98,1.31465
2,1,95,1.73367
4,7,97,0.421129
4,5,99,0.717438
4,1,95,1.40726
1,19,94,1.28401
1,17,94,1.43747
1,15,94,1.56605
1,13,94,1.62697
2,10,99,1.25627
1,4,94,1.88618
1,1,94,1.84511
2,3,96,1.54159
2,4,97,1.82125
2,2,95,1.76872
3,15,98,0.581629
3,9,98,0.812823
3,5,97,1.3751
3,2,95,1.68094
4,9,99,0.380221
4,5,96,0.791158
4,7,99,0.618794
4,3,95,1.06957
4,5,98,0.79559
4,2,95,1.17357
4,1,94,1.51625
1,19,93,1.30885
1,17,93,1.55084
2,22,99,0
1,15,93,1.56457
2,18,98,0.904256
2,13,98,1.31562
2,12,97,1.2063
2,9,95,1.6837
1,4,93,1.69454
1,14,98,1.73792
2,8,96,1.52142
