Down,Distance,Yardline,EP
1,20,99,-1.08241
1,19,99,-0.687733
1,15,99,-0.241786
1,13,99,-0.114598
1,10,99,0.115781
1,7,99,-0.18344
1,4,99,-0.0233987
1,3,99,-0.102158
1,2,99,0.270144
1,1,99,0.0363309
3,2,99,-0.47943
1,20,98,-1.18321
1,19,98,-0.725491
1,15,98,-0.244332
1,13,98,-0.155611
1,10,98,-0.0385377
1,7,98,0.155817
1,4,98,0.208741
1,2,98,0.13527
1,1,98,0.102711
2,2,99,0.0276981
3,2,98,-0.102236
4,3,99,-1.65988
3,1,98,0.0672745
1,20,97,-0.72324
1,19,97,-0.592628
1,17,97,-0.495549
1,15,97,-0.120381
1,13,97,-0.045877
1,7,97,0.19097
1,4,97,0.247291
1,3,97,0.304934
1,2,97,0.323656
2,4,99,0.403057
1,10,97,0.156222
1,1,97,0.138454
2,3,99,-0.439153
2,2,98,0.167205
2,2,97,0.292801
4,7,99,-3.11833
3,1,97,-0.122497
1,20,96,-0.727093
1,19,96,-0.181185
2,22,99,0
1,17,96,0.0231602
1,15,96,-0.298563
1,13,96,-0.274356
1,7,96,0.368073
1,4,96,0.418313
1,3,96,0.366909
1,2,96,0.263698
2,4,98,0.11852
1,10,96,0.325719
1,1,96,0.323949
2,3,98,-0.303274
3,5,98,-0.999858
3,4,98,-0.742392
3,5,99,-0.962278
3,2,97,-0.0192745
3,4,99,-0.456481
4,7,98,-2.61956
3,2,96,-0.210394
4,5,99,-2.49126
3,1,96,0.180547
4,3,98,-2.6628
1,19,95,-0.242757
2,23,99,0
1,17,95,-0.415227
1,15,95,0.177887
1,13,95,0.0339196
2,16,98,-1.22105
1,7,95,0.421715
2,10,99,-0.505331
1,4,95,0.531901
2,8,99,-0.471005
2,7,99,-0.477713
1,1,95,0.387423
2,3,97,-0.0416279
2,2,96,0.229891
3,15,99,-2.3413
3,11,99,-1.5595
4,7,97,-2.66115
3,2,95,0.0553488
4,5,98,-2.66572
4,1,95,-1.09796
1,19,94,-0.343052
2,23,98,0
1,17,94,-0.171279
1,15,94,0.0909369
1,13,94,0.321957
2,18,99,-1.60735
2,15,99,-1.11964
1,4,94,0.466133
2,7,98,-0.234698
2,4,95,0.510653
2,4,96,0.512065
1,1,94,0.533862
2,4,97,0.364179
2,2,95,0.409897
2,3,96,0.085684
3,16,98,-1.99487
3,13,99,-1.43876
3,5,96,-0.826454
3,4,96,-0.453517
3,5,97,-0.989523
3,4,97,-0.625539
4,16,98,-2.64789
4,7,96,-2.66588
4,9,99,-2.53578
4,5,96,-2.11864
3,2,94,-0.0167498
4,5,97,-2.37566
4,3,95,-2.13999
4,2,95,-0.966603
4,1,94,-0.898871
1,19,93,-0.36683
2,20,95,-1.02847
1,17,93,-0.212084
1,15,93,0.133783
2,16,99,-1.17034
2,13,97,-0.387823
2,13,98,-0.809598
1,4,93,0.372163
1,14,99,-0.303364
2,6,97,-0.0992445
1,1,93,0.478244
2,2,94,0.35948
3,20,96,-1.88005
3,20,99,-2.20207
3,16,97,-1.76772
3,8,99,-1.31995
3,4,95,-0.282963
2,1,93,0.337366
3,1,95,0.143204
3,7,99,-1.6407
4,13,99,-2.75486
4,5,95,-2.29156
3,2,93,0.252811
4,3,94,-1.9322
4,8,99,-2.96822
3,7,97,-1.35536
3,1,93,0.183506
4,1,93,-0.867104
2,23,95,0
1,19,92,-0.139805
2,24,98,0
1,17,92,0.131778
2,24,99,0
1,15,92,0.139674
2,17,99,-0.92105
2,12,97,-0.884841
1,4,92,0.696987
1,1,92,0.717255
2,2,93,0.457021
3,15,97,-1.7584
3,13,98,-1.2448
3,8,94,-1.02508
3,8,97,-1.32174
3,4,94,-0.414007
2,1,92,0.455514
3,1,94,0.183804
3,7,98,-1.35955
4,13,98,-2.35029
4,14,99,-2.77509
4,12,99,-2.70329
4,9,97,-2.32404
4,5,94,-1.88206
3,2,92,0.340256
4,8,98,-2.73471
4,1,92,-0.761767
1,19,91,-0.289058
1,17,91,0.231372
1,15,91,0.389689
2,20,96,-0.894504
1,13,91,0.315409
2,20,99,-1.34269
2,17,96,-0.760043
1,4,91,0.640174
1,1,91,0.553186
1,14,96,0.0809829
2,6,98,-0.462854
2,8,98,-0.638267
2,4,94,0.39881
2,2,92,0.435222
2,7,97,-0.226363
3,20,95,-1.7842
3,16,95,-1.91886
3,13,96,-1.46875
3,13,97,-0.974691
3,9,95,-1.2016
3,8,96,-1.07215
3,9,98,-1.41952
3,5,94,-0.486987
3,4,93,-0.163947
3,1,92,0.273217
3,7,96,-1.01686
3,8,98,-1.64909
3,5,95,-0.381813
3,9,99,-1.66953
4,23,99,0
4,21,99,0
4,16,97,-2.26016
4,13,97,-2.3616
4,12,97,-2.65929
4,12,98,-2.72359
4,9,96,-2.36642
4,3,92,-2.13456
3,1,91,0.268899
4,3,93,-2.04882
4,1,91,-0.353911
1,19,90,0.0115157
2,28,99,0
1,17,90,0.0367914
2,24,97,0
2,23,97,0
1,15,90,0.251773
2,16,94,-0.915332
2,15,97,-0.805501
2,12,96,-0.59627
1,4,90,0.706283
2,13,99,-0.602864
2,10,98,-0.43995
1,1,90,0.586626
1,14,97,-0.0988612
2,6,99,-0.478194
2,8,97,-0.14127
2,2,91,0.495235
2,4,93,0.431036
2,7,96,-0.150778
3,20,93,-1.70594
3,13,95,-1.45965
3,15,98,-2.09079
3,16,99,-1.92972
3,5,93,-0.589761
2,25,98,0
2,1,90,0.563603
3,2,91,0.385724
3,6,95,-0.843168
4,21,98,0
4,17,99,-2.91898
4,5,92,-2.01759
4,3,91,-1.57073
3,24,96,0
3,1,90,0.388019
4,8,97,-2.5615
4,9,98,-2.44516
4,1,90,-0.406834
1,19,89,0.134762
1,17,89,0.157218
2,24,96,0
2,1,91,0.452248
2,25,97,0
1,15,89,0.162045
2,17,91,-0.591808
2,22,97,0
1,13,89,0.4394
2,15,94,-0.745432
2,18,97,-1.2924
2,16,97,-1.06075
2,15,98,-1.068
1,4,89,0.807387
2,4,91,0.622051
1,1,89,0.689063
2,2,90,0.708432
1,14,98,-0.421959
2,6,96,-0.12608
2,8,96,-0.0394019
2,4,92,0.567024
3,24,94,0
